"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"67","14","16","25","22","77","22","46","47.8%","4","13","30.8%","21","25","84%","9","18","27","16","15","4","4","18","5","0","26","9","8","5-0(79-49)","31","30","25","28","114","34","52","65.4%","12","23","52.2%","10","17","58.8%","17","28","45","36","11","11","4","21","19","37","62","24","20","11-0(31-14)",4,"10.07","3555","î™â§éq","FEñºå√âÆ",FALSE,TRUE,0,0,0,0,0,0
"68","21","16","24","22","83","32","63","50.8%","2","11","18.2%","13","17","76.5%","13","33","46","13","10","8","5","16","6","21","52","9","16","20-0(53-32)","20","12","25","24","81","21","50","42%","10","25","40%","9","12","75%","13","30","43","23","12","4","4","22","15","5","34","9","16","9-0(55-46)",5,"10.12","3568","î™â§éq","ïüìá",TRUE,FALSE,0,0,0,0,0,0
"69","23","22","14","18","77","22","49","44.9%","4","14","28.6%","21","23","91.3%","11","15","26","22","9","4","0","27","0","10","36","14","10","12-0(12-2)","22","23","27","20","92","25","35","71.4%","7","22","31.8%","21","28","75%","11","27","38","28","14","4","1","22","8","16","46","10","13","9-0(14-15)",6,"10.13","3569","î™â§éq","ïüìá",TRUE,FALSE,0,0,0,0,0,0
"70","16","18","16","18","68","22","46","47.8%","4","19","21.1%","12","24","50%","10","26","36","12","12","11","0","19","6","6","32","23","12","5-0(2-8)","18","16","14","26","74","21","40","52.5%","6","19","31.6%","14","19","73.7%","7","35","42","23","18","4","0","26","22","7","34","11","8","8-0(20-16)",7,"10.20","3596","î™â§éq","åFñ{",FALSE,TRUE,0,0,0,0,0,0
"71","17","16","19","9","61","24","52","46.2%","2","15","13.3%","7","11","63.6%","14","21","35","14","14","4","1","15","1","1","30","13","10","6-0(20-21)","20","18","26","20","84","25","40","62.5%","7","18","38.9%","13","21","61.9%","8","27","35","24","12","8","5","18","16","24","46","15","13","10-0(66-52)",8,"10.21","3597","î™â§éq","åFñ{",FALSE,TRUE,0,0,0,0,0,0
"72","16","25","17","26","84","20","46","43.5%","8","14","57.1%","20","24","83.3%","11","25","36","12","12","8","3","21","5","9","26","12","11","12-0(68-65)","30","20","18","17","85","17","32","53.1%","12","31","38.7%","15","20","75%","12","21","33","26","11","5","3","20","11","17","30","10","13","9-0(17-2)",9,"10.24","3602","î™â§éq","êMèB",FALSE,TRUE,0,0,0,0,0,0
"73","4","21","20","13","58","19","48","39.6%","5","12","41.7%","5","9","55.6%","5","38","43","17","19","2","3","17","10","6","32","8","6","9-0(13-21)","21","7","18","26","72","22","50","44%","6","24","25%","10","14","71.4%","10","33","43","15","7","14","5","10","10","17","32","13","10","12-0(2-16)",1,"9.29","3536","ã‡ëÚ","êMèB",TRUE,FALSE,0,0,0,0,0,0
"74","21","14","18","13","66","25","60","41.7%","2","13","15.4%","10","12","83.3%","15","34","49","17","11","4","2","21","3","7","40","2","9","12-0(23-16)","16","23","14","22","75","15","34","44.1%","9","28","32.1%","18","21","85.7%","5","33","38","17","5","5","4","17","11","12","30","17","5","10-0(25-29)",2,"9.30","3537","ã‡ëÚ","êMèB",TRUE,FALSE,0,0,0,0,0,0
"75","15","14","11","20","60","20","42","47.6%","4","23","17.4%","8","10","80%","11","24","35","12","15","6","1","22","7","2","30","6","12","6-0(21-21)","17","22","21","30","90","18","34","52.9%","11","27","40.7%","21","28","75%","12","31","43","24","12","7","4","13","10","30","30","18","12","12-0(53-31)",3,"10.06","3548","ã‡ëÚ","àÔèÈ",FALSE,TRUE,0,0,0,0,0,0
"76","13","19","11","21","64","26","46","56.5%","1","19","5.3%","9","10","90%","10","26","36","18","15","6","1","20","9","9","42","12","12","11-0(19-28)","12","11","27","25","75","22","41","53.7%","6","25","24%","13","20","65%","12","28","40","20","12","10","3","15","20","13","42","17","15","11-0(34-32)",4,"10.07","3549","ã‡ëÚ","àÔèÈ",FALSE,TRUE,0,0,0,0,0,0
"77","20","12","15","26","73","21","44","47.7%","6","13","46.2%","13","18","72.2%","13","28","41","21","21","10","1","17","10","8","26","15","6","7-0(14-16)","18","16","13","24","71","23","42","54.8%","5","23","21.7%","10","17","58.8%","14","18","32","19","15","8","4","22","4","6","42","16","15","7-0(34-32)",5,"10.13","3574","ã‡ëÚ","ìáç™",FALSE,TRUE,0,0,0,0,0,0
"78","31","21","13","13","97","21","46","45.7%","13","21","61.9%","16","22","72.7%","10","25","35","24","18","7","0","21","6","17","34","22","7","15-0(23-31)","23","22","18","15","91","25","46","54.3%","7","22","31.8%","20","25","80%","13","26","39","22","21","9","6","25","24","7","48","16","12","11-0(78-75)",6,"10.14","3575","ã‡ëÚ","ìáç™",FALSE,TRUE,19,13,0,0,0,0
"79","28","13","15","13","69","20","42","47.6%","7","17","41.2%","8","15","53.3%","7","24","31","17","10","5","2","17","5","10","28","10","4","6-0(28-18)","20","17","19","15","71","27","47","57.4%","3","17","17.6%","8","13","61.5%","12","27","39","20","11","8","4","19","7","5","46","13","15","8-0(51-54)",7,"10.20","3588","ã‡ëÚ","êÂë‰",TRUE,FALSE,0,0,0,0,0,0
"80","15","10","18","23","66","19","40","47.5%","5","19","26.3%","13","15","86.7%","9","28","37","18","12","4","0","25","2","7","26","4","3","8-0(33-36)","13","23","15","25","76","16","38","42.1%","7","23","30.4%","23","27","85.2%","9","27","36","22","7","5","2","16","7","13","26","10","7","8-0(15-18)",8,"10.21","3589","ã‡ëÚ","êÂë‰",TRUE,FALSE,0,0,0,0,0,0
"81","23","13","27","22","85","31","60","51.7%","5","14","35.7%","8","12","66.7%","12","30","42","21","7","3","1","17","2","9","48","5","14","9-0(51-53)","18","25","15","29","87","21","44","47.7%","11","27","40.7%","12","16","75%","9","29","38","26","5","3","1","15","5","7","34","7","11","6-0(34-32)",9,"10.24","3603","ã‡ëÚ","FEñºå√âÆ",FALSE,TRUE,0,0,0,0,0,0
"82","21","7","18","26","72","22","50","44%","6","24","25%","10","14","71.4%","10","33","43","15","7","14","5","10","10","17","32","13","10","12-0(2-16)","4","21","20","13","58","19","48","39.6%","5","12","41.7%","5","9","55.6%","5","38","43","17","19","2","3","17","10","6","32","8","6","9-0(13-21)",1,"9.29","3536","êMèB","ã‡ëÚ",FALSE,TRUE,0,0,0,0,0,0
"83","16","23","14","22","75","15","34","44.1%","9","28","32.1%","18","21","85.7%","5","33","38","17","5","5","4","17","11","12","30","17","5","10-0(25-29)","21","14","18","13","66","25","60","41.7%","2","13","15.4%","10","12","83.3%","15","34","49","17","11","4","2","21","3","7","40","2","9","12-0(23-16)",2,"9.30","3537","êMèB","ã‡ëÚ",FALSE,TRUE,0,0,0,0,0,0
"84","25","31","28","24","108","25","43","58.1%","14","31","45.2%","16","21","76.2%","10","29","39","28","7","13","5","13","11","40","42","19","13","16-0(56-25)","15","10","22","26","73","18","47","38.3%","9","26","34.6%","10","15","66.7%","19","26","45","16","19","4","6","16","9","0","32","8","17","5-0(36-23)",3,"10.06","3552","êMèB","ê¬êX",TRUE,FALSE,0,0,0,0,0,0
"85","21","25","27","24","97","25","41","61%","10","24","41.7%","17","20","85%","8","28","36","27","12","10","1","14","6","25","46","15","11","9-0(39-27)","18","20","13","23","74","19","42","45.2%","10","23","43.5%","6","9","66.7%","7","24","31","14","15","6","0","19","9","2","34","13","8","5-0(20-18)",4,"10.07","3553","êMèB","ê¬êX",TRUE,FALSE,0,0,0,0,0,0
"86","18","14","19","19","70","18","36","50%","9","30","30%","7","10","70%","9","33","42","18","10","9","5","19","17","27","30","16","8","11-0(45-25)","11","10","10","19","50","18","52","34.6%","2","15","13.3%","8","14","57.1%","15","32","47","10","16","5","2","12","2","2","22","4","9","7-0(70-50)",5,"10.13","3570","êMèB","ìﬁó«",TRUE,FALSE,0,0,0,0,0,0
"87","21","16","19","30","86","21","39","53.8%","11","25","44%","11","13","84.6%","12","28","40","21","12","6","4","18","17","26","38","18","14","10-0(66-48)","16","16","14","14","60","18","42","42.9%","5","22","22.7%","9","13","69.2%","14","21","35","17","16","7","0","17","0","1","28","6","12","10-0(21-20)",6,"10.14","3571","êMèB","ìﬁó«",TRUE,FALSE,0,0,0,0,0,0
"88","15","20","27","18","80","14","29","48.3%","11","31","35.5%","19","21","90.5%","9","25","34","25","10","7","6","18","9","16","16","11","7","12-0(11-19)","11","13","33","15","72","22","54","40.7%","4","19","21.1%","16","17","94.1%","21","25","46","16","12","5","3","20","0","4","32","5","21","6-0(11-7)",7,"10.19","3586","êMèB","åQîn",FALSE,TRUE,0,0,0,0,0,0
"89","19","24","24","21","88","19","36","52.8%","13","27","48.1%","11","16","68.8%","12","27","39","19","11","5","3","15","4","18","32","7","16","7-0(43-58)","20","17","16","21","74","29","59","49.2%","2","11","18.2%","10","12","83.3%","13","23","36","20","8","6","4","20","2","5","36","17","9","5-0(48-58)",8,"10.20","3587","êMèB","åQîn",FALSE,TRUE,0,0,0,0,0,0
"90","30","20","18","17","85","17","32","53.1%","12","31","38.7%","15","20","75%","12","21","33","26","11","5","3","20","11","17","30","10","13","9-0(17-2)","16","25","17","26","84","20","46","43.5%","8","14","57.1%","20","24","83.3%","11","25","36","12","12","8","3","21","5","9","26","12","11","12-0(68-65)",9,"10.24","3602","êMèB","î™â§éq",TRUE,FALSE,0,0,0,0,0,0
"91","19","20","21","21","81","18","45","40%","8","20","40%","21","28","75%","15","39","54","24","19","3","3","19","18","17","34","8","4","10-0(8-12)","13","22","14","18","67","26","57","45.6%","3","18","16.7%","6","11","54.5%","8","26","34","19","10","9","4","25","18","6","44","14","7","8-0(33-37)",1,"9.29","3526","FEñºå√âÆ","ê¬êX",FALSE,TRUE,0,0,0,0,0,0
"92","20","16","29","29","94","30","51","58.8%","7","18","38.9%","13","14","92.9%","7","34","41","27","13","6","0","11","17","23","50","14","9","9-0(71-94)","24","13","14","20","71","30","53","56.6%","2","21","9.5%","5","7","71.4%","9","24","33","15","12","10","1","16","11","9","48","12","11","8-0(19-10)",2,"9.30","3527","FEñºå√âÆ","ê¬êX",FALSE,TRUE,0,0,0,0,0,0
"93","18","21","25","12","76","25","49","51%","5","31","16.1%","11","16","68.8%","17","32","49","20","8","5","1","22","9","12","48","15","17","6-0(24-20)","18","16","23","24","81","23","43","53.5%","6","22","27.3%","17","24","70.8%","7","35","42","21","8","4","2","15","4","7","30","6","6","10-0(66-69)",3,"10.06","3554","FEñºå√âÆ","î™â§éq",TRUE,FALSE,0,0,0,0,0,0
"94","31","30","25","28","114","34","52","65.4%","12","23","52.2%","10","17","58.8%","17","28","45","36","11","11","4","21","19","37","62","24","20","11-0(31-14)","14","16","25","22","77","22","46","47.8%","4","13","30.8%","21","25","84%","9","18","27","16","15","4","4","18","5","0","26","9","8","5-0(79-49)",4,"10.07","3555","FEñºå√âÆ","î™â§éq",TRUE,FALSE,0,0,0,0,0,0
"95","14","23","31","26","94","17","37","45.9%","13","25","52%","21","24","87.5%","10","28","38","22","15","11","2","17","23","13","32","17","7","14-0(54-54)","28","19","18","18","83","19","47","40.4%","12","22","54.5%","9","12","75%","11","22","33","22","15","9","5","22","16","14","30","16","12","10-0(13-3)",5,"10.13","3566","FEñºå√âÆ","ìåãûZ",FALSE,TRUE,0,0,0,0,0,0
"96","21","15","22","21","79","18","34","52.9%","11","26","42.3%","10","13","76.9%","7","23","30","26","13","5","3","20","9","4","28","13","8","8-0(50-50)","23","14","20","24","81","23","46","50%","9","19","47.4%","8","14","57.1%","12","24","36","23","12","6","5","16","5","8","32","15","14","9-0(37-32)",6,"10.14","3567","FEñºå√âÆ","ìåãûZ",FALSE,TRUE,0,0,0,0,0,0
"97","10","21","29","22","82","25","37","67.6%","5","19","26.3%","17","21","81%","9","32","41","24","21","8","1","24","15","20","46","8","8","16-0(43-60)","17","19","7","28","71","13","38","34.2%","9","28","32.1%","18","25","72%","15","20","35","21","14","7","1","24","15","9","20","18","2","6-0(19-10)",7,"10.20","3590","FEñºå√âÆ","êºã{",FALSE,TRUE,0,0,0,0,0,0
"98","23","17","23","21","102","23","44","52.3%","9","20","45%","29","35","82.9%","9","28","37","30","8","5","2","19","5","11","30","22","13","6-0(17-20)","20","22","19","23","96","21","46","45.7%","13","36","36.1%","15","19","78.9%","23","24","47","30","14","3","2","32","9","4","24","4","20","9-0(15-12)",8,"10.21","3591","FEñºå√âÆ","êºã{",FALSE,TRUE,18,12,0,0,0,0
"99","18","25","15","29","87","21","44","47.7%","11","27","40.7%","12","16","75%","9","29","38","26","5","3","1","15","5","7","34","7","11","6-0(34-32)","23","13","27","22","85","31","60","51.7%","5","14","35.7%","8","12","66.7%","12","30","42","21","7","3","1","17","2","9","48","5","14","9-0(51-53)",9,"10.24","3603","FEñºå√âÆ","ã‡ëÚ",TRUE,FALSE,0,0,0,0,0,0
"100","16","12","21","21","70","20","42","47.6%","9","28","32.1%","3","5","60%","5","23","28","22","6","7","2","22","8","2","28","13","7","9-0(49-49)","21","16","12","22","71","23","38","60.5%","2","11","18.2%","19","26","73.1%","4","36","40","22","14","4","3","12","6","12","38","6","6","7-0(16-7)",1,"9.29","3530","êºã{","àÔèÈ",FALSE,TRUE,0,0,0,0,0,0
"101","9","17","19","17","62","25","51","49%","2","13","15.4%","6","12","50%","12","22","34","14","15","7","1","20","12","0","40","13","10","7-0(65-47)","23","25","17","20","85","26","45","57.8%","6","19","31.6%","15","20","75%","13","28","41","26","12","9","4","15","17","27","46","22","10","14-0(23-8)",2,"9.30","3531","êºã{","àÔèÈ",FALSE,TRUE,0,0,0,0,0,0
"102","14","22","17","17","70","20","45","44.4%","7","17","41.2%","9","16","56.3%","11","16","27","18","11","3","4","25","4","0","20","9","13","6-0(37-25)","24","24","23","27","98","30","45","66.7%","6","13","46.2%","20","30","66.7%","10","28","38","24","9","6","2","18","11","28","52","15","10","9-0(13-3)",3,"10.05","3544","êºã{","êÂë‰",FALSE,TRUE,0,0,0,0,0,0
"103","16","17","12","28","73","20","45","44.4%","5","20","25%","18","23","78.3%","6","22","28","15","10","11","4","19","9","8","14","19","6","10-0(68-64)","14","21","17","22","74","24","40","60%","4","20","20%","14","20","70%","13","36","49","20","23","7","2","22","13","14","40","11","10","7-0(16-16)",4,"10.06","3545","êºã{","êÂë‰",FALSE,TRUE,0,0,0,0,0,0
"104","17","20","21","25","83","22","47","46.8%","7","26","26.9%","18","31","58.1%","17","36","53","16","7","5","3","26","8","21","36","14","20","10-0(36-22)","14","10","18","28","70","22","50","44%","2","23","8.7%","20","28","71.4%","15","34","49","17","9","4","0","27","8","5","42","3","11","7-0(65-57)",5,"10.13","3572","êºã{","åFñ{",TRUE,FALSE,0,0,0,0,0,0
"105","13","17","27","25","82","18","43","41.9%","12","24","50%","10","14","71.4%","16","25","41","23","18","5","1","31","8","4","24","9","15","11-0(48-50)","17","16","27","29","89","22","45","48.9%","5","19","26.3%","30","35","85.7%","12","20","32","19","7","8","4","18","2","13","32","11","9","9-0(30-35)",6,"10.14","3573","êºã{","åFñ{",TRUE,FALSE,0,0,0,0,0,0
"106","17","19","7","28","71","13","38","34.2%","9","28","32.1%","18","25","72%","15","20","35","21","14","7","1","24","15","9","20","18","2","6-0(19-10)","10","21","29","22","82","25","37","67.6%","5","19","26.3%","17","21","81%","9","32","41","24","21","8","1","24","15","20","46","8","8","16-0(43-60)",7,"10.20","3590","êºã{","FEñºå√âÆ",TRUE,FALSE,0,0,0,0,0,0
"107","20","22","19","23","96","21","46","45.7%","13","36","36.1%","15","19","78.9%","23","24","47","30","14","3","2","32","9","4","24","4","20","9-0(15-12)","23","17","23","21","102","23","44","52.3%","9","20","45%","29","35","82.9%","9","28","37","30","8","5","2","19","5","11","30","22","13","6-0(17-20)",8,"10.21","3591","êºã{","FEñºå√âÆ",TRUE,FALSE,12,18,0,0,0,0
"108","17","14","29","18","78","11","31","35.5%","14","31","45.2%","14","18","77.8%","13","23","36","24","14","5","7","21","7","7","18","7","7","10-0(42-41)","20","20","19","25","84","26","55","47.3%","5","14","35.7%","17","21","81%","16","26","42","20","11","5","4","20","7","11","38","20","16","7-0(10-10)",9,"10.24","3601","êºã{","ìåãûZ",FALSE,TRUE,0,0,0,0,0,0
"109","21","21","19","12","73","23","52","44.2%","7","19","36.8%","6","10","60%","13","31","44","21","14","7","2","23","15","25","26","27","11","11-0(11-0)","10","11","18","24","63","15","34","44.1%","6","24","25%","15","28","53.6%","10","29","39","15","18","6","3","16","15","0","26","18","2","11-0(46-32)",1,"9.29","3538","ìﬁó«","çÅêÏ",TRUE,FALSE,0,0,0,0,0,0
"110","20","15","16","22","73","22","45","48.9%","6","22","27.3%","11","15","73.3%","12","18","30","18","14","12","2","27","8","5","26","8","11","10-0(14-18)","16","18","16","29","79","23","38","60.5%","2","10","20%","27","36","75%","10","30","40","16","20","10","4","17","9","11","34","17","9","11-0(73-62)",2,"10.06","3556","ìﬁó«","çLìá",FALSE,TRUE,0,0,0,0,0,0
"111","12","7","21","19","59","12","32","37.5%","6","16","37.5%","17","25","68%","4","22","26","18","17","4","2","17","9","0","18","11","1","6-0(70-50)","26","12","26","22","86","25","44","56.8%","7","21","33.3%","15","19","78.9%","12","29","41","29","10","7","1","18","9","31","32","16","18","12-0(22-7)",3,"10.07","3557","ìﬁó«","çLìá",FALSE,TRUE,0,0,0,0,0,0
"112","11","10","10","19","50","18","52","34.6%","2","15","13.3%","8","14","57.1%","15","32","47","10","16","5","2","12","2","2","22","4","9","7-0(70-50)","18","14","19","19","70","18","36","50%","9","30","30%","7","10","70%","9","33","42","18","10","9","5","19","17","27","30","16","8","11-0(45-25)",4,"10.13","3570","ìﬁó«","êMèB",FALSE,TRUE,0,0,0,0,0,0
"113","16","16","14","14","60","18","42","42.9%","5","22","22.7%","9","13","69.2%","14","21","35","17","16","7","0","17","0","1","28","6","12","10-0(21-20)","21","16","19","30","86","21","39","53.8%","11","25","44%","11","13","84.6%","12","28","40","21","12","6","4","18","17","26","38","18","14","10-0(66-48)",5,"10.14","3571","ìﬁó«","êMèB",FALSE,TRUE,0,0,0,0,0,0
"114","15","9","14","18","56","18","38","47.4%","3","21","14.3%","11","19","57.9%","13","27","40","17","21","7","4","14","11","3","30","17","9","11-0(53-68)","17","19","22","19","77","22","46","47.8%","10","24","41.7%","3","5","60%","11","28","39","24","16","15","1","21","21","26","28","17","10","9-0(20-29)",6,"10.20","3592","ìﬁó«","ìåãûZ",TRUE,FALSE,0,0,0,0,0,0
"115","12","15","23","21","71","24","45","53.3%","7","20","35%","2","5","40%","7","22","29","20","10","12","3","15","10","2","30","15","6","6-0(20-30)","22","20","21","15","78","20","38","52.6%","6","18","33.3%","20","21","95.2%","8","29","37","21","12","7","3","9","12","17","34","19","5","13-0(12-26)",7,"10.21","3593","ìﬁó«","ìåãûZ",TRUE,FALSE,0,0,0,0,0,0
"116","13","22","17","21","73","24","48","50%","7","13","53.8%","4","8","50%","4","22","26","20","18","10","1","15","12","5","30","20","8","14-0(27-32)","23","16","24","20","83","29","47","61.7%","5","15","33.3%","10","14","71.4%","8","28","36","22","18","11","3","14","30","16","46","27","11","12-0(21-8)",8,"10.24","3604","ìﬁó«","ìáç™",FALSE,TRUE,0,0,0,0,0,0
"117","25","17","15","21","78","27","60","45%","6","17","35.3%","6","8","75%","18","31","49","21","13","3","5","23","13","9","42","8","15","9-0(11-13)","21","21","21","21","84","19","52","36.5%","8","16","50%","22","28","78.6%","11","26","37","18","6","8","4","14","17","8","30","8","13","11-0(63-55)",1,"9.29","3542","ìáç™","åFñ{",FALSE,TRUE,0,0,0,0,0,0
"118","19","28","17","24","88","23","43","53.5%","9","16","56.3%","15","20","75%","6","26","32","20","13","7","6","16","11","17","30","23","9","9-0(58-71)","14","20","24","23","81","27","53","50.9%","5","19","26.3%","12","17","70.6%","15","22","37","21","15","6","1","18","17","3","50","19","12","8-0(50-55)",2,"9.30","3543","ìáç™","åFñ{",FALSE,TRUE,0,0,0,0,0,0
"119","21","17","29","28","95","34","53","64.2%","8","19","42.1%","3","7","42.9%","8","32","40","36","7","11","8","13","12","42","62","25","9","11-0(28-47)","13","15","17","8","53","17","56","30.4%","6","18","33.3%","1","2","50%","16","23","39","17","20","5","0","11","6","4","22","2","9","7-0(24-33)",3,"10.06","3546","ìáç™","éRå`",FALSE,TRUE,0,0,0,0,0,0
"120","15","24","17","17","73","25","58","43.1%","4","13","30.8%","11","14","78.6%","17","28","45","20","15","8","4","19","6","12","40","13","19","10-0(25-29)","20","13","21","14","68","22","51","43.1%","5","16","31.3%","9","15","60%","15","24","39","13","14","4","4","15","12","10","36","16","11","9-0(46-49)",4,"10.07","3547","ìáç™","éRå`",FALSE,TRUE,0,0,0,0,0,0
"121","18","16","13","24","71","23","42","54.8%","5","23","21.7%","10","17","58.8%","14","18","32","19","15","8","4","22","4","6","42","16","15","7-0(34-32)","20","12","15","26","73","21","44","47.7%","6","13","46.2%","13","18","72.2%","13","28","41","21","21","10","1","17","10","8","26","15","6","7-0(14-16)",5,"10.13","3574","ìáç™","ã‡ëÚ",TRUE,FALSE,0,0,0,0,0,0
"122","23","22","18","15","91","25","46","54.3%","7","22","31.8%","20","25","80%","13","26","39","22","21","9","6","25","24","7","48","16","12","11-0(78-75)","31","21","13","13","97","21","46","45.7%","13","21","61.9%","16","22","72.7%","10","25","35","24","18","7","0","21","6","17","34","22","7","15-0(23-31)",6,"10.14","3575","ìáç™","ã‡ëÚ",TRUE,FALSE,13,19,0,0,0,0
"123","23","19","26","20","88","25","44","56.8%","10","29","34.5%","8","11","72.7%","14","37","51","26","11","7","4","23","17","35","38","15","24","9-0(2-9)","14","12","9","24","59","14","42","33.3%","4","15","26.7%","19","28","67.9%","7","22","29","14","11","6","1","15","6","2","20","7","2","5-0(40-70)",7,"10.20","3594","ìáç™","çÅêÏ",FALSE,TRUE,0,0,0,0,0,0
"124","17","18","32","23","90","21","38","55.3%","11","27","40.7%","15","18","83.3%","15","36","51","31","13","6","5","20","34","39","34","18","9","10-0(5-14)","7","13","23","8","51","8","26","30.8%","5","31","16.1%","20","21","95.2%","8","20","28","11","13","8","0","16","7","1","10","11","6","7-0(40-57)",8,"10.21","3595","ìáç™","çÅêÏ",FALSE,TRUE,0,0,0,0,0,0
"125","23","16","24","20","83","29","47","61.7%","5","15","33.3%","10","14","71.4%","8","28","36","22","18","11","3","14","30","16","46","27","11","12-0(21-8)","13","22","17","21","73","24","48","50%","7","13","53.8%","4","8","50%","4","22","26","20","18","10","1","15","12","5","30","20","8","14-0(27-32)",9,"10.24","3604","ìáç™","ìﬁó«",TRUE,FALSE,0,0,0,0,0,0
"126","19","19","20","28","86","27","44","61.4%","6","20","30%","14","20","70%","12","23","35","19","15","10","3","19","12","5","40","19","9","8-0(79-80)","24","21","21","15","81","24","45","53.3%","7","18","38.9%","12","22","54.5%","12","24","36","25","15","7","1","23","7","10","38","16","10","8-0(45-38)",1,"9.28","3540","çLìá","à§ïQ",FALSE,TRUE,0,0,0,0,0,0
"127","17","16","25","17","75","25","48","52.1%","4","14","28.6%","13","23","56.5%","10","29","39","21","10","6","0","13","6","9","42","12","6","13-0(41-49)","25","12","15","15","67","20","36","55.6%","4","20","20%","15","17","88.2%","3","28","31","15","13","2","0","20","3","14","30","9","3","10-0(35-21)",2,"9.29","3541","çLìá","à§ïQ",FALSE,TRUE,0,0,0,0,0,0
"128","16","18","16","29","79","23","38","60.5%","2","10","20%","27","36","75%","10","30","40","16","20","10","4","17","9","11","34","17","9","11-0(73-62)","20","15","16","22","73","22","45","48.9%","6","22","27.3%","11","15","73.3%","12","18","30","18","14","12","2","27","8","5","26","8","11","10-0(14-18)",3,"10.06","3556","çLìá","ìﬁó«",TRUE,FALSE,0,0,0,0,0,0
"129","26","12","26","22","86","25","44","56.8%","7","21","33.3%","15","19","78.9%","12","29","41","29","10","7","1","18","9","31","32","16","18","12-0(22-7)","12","7","21","19","59","12","32","37.5%","6","16","37.5%","17","25","68%","4","22","26","18","17","4","2","17","9","0","18","11","1","6-0(70-50)",4,"10.07","3557","çLìá","ìﬁó«",TRUE,FALSE,0,0,0,0,0,0
"130","18","14","23","19","74","24","54","44.4%","5","20","25%","11","15","73.3%","17","25","42","20","6","8","5","17","15","18","40","16","9","9-0(38-30)","13","17","15","16","61","20","42","47.6%","4","14","28.6%","9","17","52.9%","10","30","40","18","15","3","4","19","5","3","24","5","6","7-0(53-44)",5,"10.13","3576","çLìá","çÅêÏ",TRUE,FALSE,0,0,0,0,0,0
"131","28","24","14","22","88","18","41","43.9%","13","26","50%","13","16","81.3%","16","22","38","27","10","3","2","16","4","16","24","17","21","9-0(20-10)","23","18","19","18","78","23","34","67.6%","7","21","33.3%","11","17","64.7%","5","22","27","18","14","6","1","17","11","1","36","12","7","8-0(64-57)",6,"10.14","3577","çLìá","çÅêÏ",TRUE,FALSE,0,0,0,0,0,0
"132","19","17","19","27","82","22","45","48.9%","7","14","50%","17","26","65.4%","10","25","35","15","15","11","4","17","11","8","32","16","15","7-0(36-33)","22","19","13","23","77","23","45","51.1%","6","16","37.5%","13","17","76.5%","8","23","31","23","18","6","2","22","8","10","26","11","11","6-0(32-24)",7,"10.20","3582","çLìá","ïüìá",FALSE,TRUE,0,0,0,0,0,0
"133","20","18","27","19","84","27","55","49.1%","4","10","40%","18","22","81.8%","12","28","40","22","15","14","5","24","18","17","44","13","16","13-0(44-59)","14","20","17","22","73","26","47","55.3%","2","17","11.8%","15","21","71.4%","10","21","31","19","14","8","3","21","7","4","46","19","11","12-0(26-22)",8,"10.21","3583","çLìá","ïüìá",FALSE,TRUE,0,0,0,0,0,0
"134","10","12","22","22","76","22","56","39.3%","8","29","27.6%","8","16","50%","19","28","47","18","11","9","5","21","7","0","42","21","20","7-0(15-20)","20","16","20","10","82","25","45","55.6%","4","16","25%","20","25","80%","6","39","45","19","19","5","2","20","7","22","40","7","2","12-0(22-44)",9,"10.24","3605","çLìá","åFñ{",TRUE,FALSE,10,16,0,0,0,0
"135","10","11","18","24","63","15","34","44.1%","6","24","25%","15","28","53.6%","10","29","39","15","18","6","3","16","15","0","26","18","2","11-0(46-32)","21","21","19","12","73","23","52","44.2%","7","19","36.8%","6","10","60%","13","31","44","21","14","7","2","23","15","25","26","27","11","11-0(11-0)",1,"9.29","3538","çÅêÏ","ìﬁó«",FALSE,TRUE,0,0,0,0,0,0
