"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"2627",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,1,0,0,0,0,0,0,3,"3054","三河"
"2628",NA,"","合計","","200:00",94,40,66,"60.6%",5,16,"31.3%",9,16,"56.3%",11,26,37,17,5,5,3,0,20,12,3,118,"3054","三河"
"2629",0,"〇","レオ・ライオンズライオンズ","PF","38:35",20,6,13,"46.2%",1,5,"20.0%",7,11,"63.6%",3,5,8,3,1,1,0,1,2,7,2,20,"3054","富山"
"2630",6,"〇","船生 誠也船生","SF","14:18",0,0,3,"0.0%",0,1,"0.0%",0,0,"-",2,0,2,0,0,0,0,0,0,1,0,-1,"3054","富山"
"2631",7,"","阿部 友和阿部","PG","10:13",3,1,2,"50.0%",0,1,"0.0%",1,1,"100.0%",0,1,1,1,0,0,0,0,0,1,0,4,"3054","富山"
"2632",8,"","山田 大治山田","PF","11:03",4,2,4,"50.0%",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,1,1,0,1,"3054","富山"
"2633",9,"","水戸 健史水戸","SG","19:54",5,2,4,"50.0%",1,3,"33.3%",0,0,"-",1,1,2,1,0,0,0,0,2,0,0,6,"3054","富山"
"2634",11,"〇","宇都 直輝宇都","PG","29:47",16,4,9,"44.4%",0,1,"0.0%",8,10,"80.0%",2,5,7,2,1,0,0,1,1,7,0,17,"3054","富山"
"2635",13,"","比留木 謙司比留木","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3054","富山"
"2636",24,"〇","大塚 裕土大塚","SG/SF","29:50",6,3,8,"37.5%",0,3,"0.0%",0,0,"-",0,1,1,1,1,0,0,0,2,0,0,2,"3054","富山"
"2637",25,"","葛原 大智葛原","SG","06:24",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,-2,"3054","富山"
"2638",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3054","富山"
"2639",34,"〇","ジョシュア・スミススミス","C","39:56",17,8,12,"66.7%",0,0,"-",1,5,"20.0%",2,3,5,3,3,0,0,1,3,3,0,14,"3054","富山"
"2640",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3054","富山"
"2641",NA,"","合計","","200:00",71,26,56,"46.4%",2,15,"13.3%",17,27,"63.0%",10,16,26,11,9,1,0,3,12,20,2,60,"3054","富山"
"2642",0,"〇","レオ・ライオンズライオンズ","PF","33:06",27,12,18,"66.7%",1,2,"50.0%",2,2,"100.0%",1,3,4,2,5,1,0,1,4,1,4,23,"3064","富山"
"2643",6,"〇","船生 誠也船生","SF","26:21",8,2,4,"50.0%",1,2,"50.0%",3,4,"75.0%",0,2,2,2,2,2,0,0,1,2,0,9,"3064","富山"
"2644",7,"","阿部 友和阿部","PG","15:46",9,2,3,"66.7%",0,0,"-",5,5,"100.0%",0,1,1,4,4,2,0,0,2,2,0,11,"3064","富山"
"2645",8,"","山田 大治山田","PF","20:58",4,2,3,"66.7%",0,0,"-",0,0,"-",1,0,1,4,2,0,1,0,1,1,0,7,"3064","富山"
"2646",9,"","水戸 健史水戸","SG","19:17",7,1,3,"33.3%",0,2,"0.0%",5,6,"83.3%",0,0,0,3,1,2,0,0,3,5,0,8,"3064","富山"
"2647",11,"〇","宇都 直輝宇都","PG","24:14",8,2,4,"50.0%",0,1,"0.0%",4,7,"57.1%",1,5,6,6,3,1,0,0,4,7,0,13,"3064","富山"
"2648",13,"","比留木 謙司比留木","PF","01:54",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3064","富山"
"2649",24,"〇","大塚 裕土大塚","SG/SF","23:13",12,3,9,"33.3%",2,7,"28.6%",4,4,"100.0%",0,0,0,1,0,1,0,0,1,4,0,8,"3064","富山"
"2650",25,"","葛原 大智葛原","SG","11:09",5,2,4,"50.0%",1,1,"100.0%",0,0,"-",0,1,1,0,3,0,0,0,1,0,0,1,"3064","富山"
"2651",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3064","富山"
"2652",34,"〇","ジョシュア・スミススミス","C","24:02",10,3,4,"75.0%",0,0,"-",4,8,"50.0%",1,4,5,0,0,1,1,0,4,5,0,12,"3064","富山"
"2653",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3064","富山"
"2654",NA,"","合計","","200:00",90,29,52,"55.8%",5,15,"33.3%",27,36,"75.0%",6,17,23,22,20,10,2,1,22,27,4,95,"3064","富山"
"2655",7,"","野本 建吾野本","SF/PF","10:48",3,1,4,"25.0%",0,0,"-",1,2,"50.0%",1,0,1,0,1,0,0,0,0,2,0,-1,"3064","秋田"
"2656",9,"〇","白濱 僚祐白濱","SF","26:06",11,4,7,"57.1%",1,2,"50.0%",2,2,"100.0%",1,4,5,1,1,3,0,1,3,1,0,16,"3064","秋田"
"2657",13,"","成田 正弘成田","PG","08:47",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,0,0,1,0,1,0,0,3,0,0,5,"3064","秋田"
"2658",15,"","下山 貴裕下山","PF","03:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3064","秋田"
"2659",17,"〇","中山 拓哉中山","PG/SG","27:39",4,2,6,"33.3%",0,2,"0.0%",0,0,"-",0,2,2,6,5,4,0,0,4,3,0,7,"3064","秋田"
"2660",24,"","保岡 龍斗保岡","SG","17:45",1,0,3,"0.0%",0,2,"0.0%",1,1,"100.0%",0,1,1,1,0,1,0,0,2,1,0,1,"3064","秋田"
"2661",33,"","俊野 達彦俊野","PG/SG","18:28",8,4,6,"66.7%",0,0,"-",0,0,"-",1,2,3,0,2,0,0,0,1,0,0,7,"3064","秋田"
"2662",34,"〇","小野寺 祥太小野寺","PG","21:23",5,2,6,"33.3%",0,1,"0.0%",1,2,"50.0%",0,1,1,4,6,1,0,0,3,1,0,0,"3064","秋田"
"2663",40,"〇","ジャスティン・キーナンキーナン","PF/C","26:41",26,11,16,"68.8%",0,0,"-",4,4,"100.0%",4,3,7,1,5,1,0,0,5,9,0,25,"3064","秋田"
"2664",43,"〇","カディーム・コールビーコールビー","PF/C","19:35",8,4,7,"57.1%",0,0,"-",0,4,"0.0%",3,2,5,2,4,1,1,0,3,4,0,6,"3064","秋田"
"2665",55,"","谷口 大智谷口","PF/C","19:48",6,2,5,"40.0%",2,4,"50.0%",0,0,"-",0,1,1,4,2,1,0,1,3,0,0,7,"3064","秋田"
"2666",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,5,7,0,2,0,0,0,1,0,0,5,"3064","秋田"
"2667",NA,"","合計","","200:00",75,31,61,"50.8%",4,12,"33.3%",9,15,"60.0%",12,21,33,20,28,13,1,2,28,21,0,78,"3064","秋田"
"2668",0,"〇","レオ・ライオンズライオンズ","PF","29:00",18,6,10,"60.0%",0,1,"0.0%",6,6,"100.0%",1,5,6,3,5,1,0,0,4,5,0,19,"3065","富山"
"2669",6,"〇","船生 誠也船生","SF","22:39",11,2,2,"100.0%",1,1,"100.0%",6,6,"100.0%",0,4,4,2,1,0,0,0,1,4,0,16,"3065","富山"
"2670",7,"","阿部 友和阿部","PG","17:47",10,2,2,"100.0%",0,0,"-",6,6,"100.0%",1,0,1,0,2,4,0,0,2,4,0,13,"3065","富山"
"2671",8,"","山田 大治山田","PF","18:41",4,2,7,"28.6%",0,0,"-",0,0,"-",0,3,3,0,1,0,1,1,2,0,0,2,"3065","富山"
"2672",9,"","水戸 健史水戸","SG","16:38",4,1,2,"50.0%",0,0,"-",2,2,"100.0%",0,0,0,1,1,0,1,0,1,1,0,4,"3065","富山"
"2673",11,"〇","宇都 直輝宇都","PG","22:13",16,6,9,"66.7%",1,2,"50.0%",3,5,"60.0%",1,2,3,5,3,2,0,0,1,7,0,18,"3065","富山"
"2674",13,"","比留木 謙司比留木","PF","03:36",2,0,0,"-",0,0,"-",2,2,"100.0%",0,0,0,0,2,0,0,0,2,1,0,0,"3065","富山"
"2675",24,"〇","大塚 裕土大塚","SG/SF","30:30",13,5,8,"62.5%",3,5,"60.0%",0,0,"-",0,3,3,2,2,0,0,1,1,1,0,13,"3065","富山"
"2676",25,"","葛原 大智葛原","SG","10:13",5,2,2,"100.0%",1,1,"100.0%",0,0,"-",0,0,0,0,3,1,0,0,3,0,0,3,"3065","富山"
"2677",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3065","富山"
"2678",34,"〇","ジョシュア・スミススミス","C","28:43",15,7,7,"100.0%",0,0,"-",1,6,"16.7%",2,9,11,4,2,0,2,0,4,6,4,25,"3065","富山"
"2679",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,0,0,0,0,0,0,0,4,"3065","富山"
"2680",NA,"","合計","","200:00",98,33,49,"67.3%",6,10,"60.0%",26,33,"78.8%",7,28,35,17,22,8,4,2,21,29,4,117,"3065","富山"
"2681",7,"","野本 建吾野本","SF/PF","14:27",8,4,6,"66.7%",0,0,"-",0,1,"0.0%",0,3,3,2,1,1,0,1,1,2,0,10,"3065","秋田"
"2682",9,"〇","白濱 僚祐白濱","SF","35:06",9,4,9,"44.4%",1,4,"25.0%",0,2,"0.0%",1,4,5,5,3,1,0,0,4,2,0,10,"3065","秋田"
"2683",13,"","成田 正弘成田","PG","16:52",4,1,4,"25.0%",0,3,"0.0%",2,2,"100.0%",0,1,1,1,2,2,0,0,3,1,0,3,"3065","秋田"
"2684",15,"","下山 貴裕下山","PF","05:13",0,0,0,"-",0,0,"-",0,0,"-",1,0,1,1,0,0,0,0,3,0,0,2,"3065","秋田"
"2685",17,"〇","中山 拓哉中山","PG/SG","33:36",7,3,10,"30.0%",1,1,"100.0%",0,2,"0.0%",3,4,7,4,0,6,1,0,2,3,0,16,"3065","秋田"
"2686",24,"","保岡 龍斗保岡","SG","02:18",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,1,"3065","秋田"
"2687",28,"〇","ニカ・ウィリアムスウィリアムス","C","18:23",14,6,11,"54.5%",0,0,"-",2,5,"40.0%",1,0,1,0,0,0,1,2,4,3,0,8,"3065","秋田"
"2688",33,"〇","俊野 達彦俊野","PG/SG","11:22",0,0,2,"0.0%",0,1,"0.0%",0,2,"0.0%",0,0,0,4,0,0,0,0,1,1,0,0,"3065","秋田"
"2689",34,"","小野寺 祥太小野寺","PG","27:21",10,4,13,"30.8%",2,5,"40.0%",0,0,"-",2,0,2,6,3,1,0,1,4,1,0,7,"3065","秋田"
"2690",40,"〇","ジャスティン・キーナンキーナン","PF/C","26:30",23,7,10,"70.0%",1,1,"100.0%",8,9,"88.9%",3,0,3,0,3,6,0,0,4,7,0,25,"3065","秋田"
"2691",55,"","谷口 大智谷口","PF/C","08:52",2,1,5,"20.0%",0,4,"0.0%",0,0,"-",1,1,2,0,1,0,0,0,2,0,0,-1,"3065","秋田"
"2692",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,0,4,0,2,0,0,0,0,0,0,2,"3065","秋田"
"2693",NA,"","合計","","200:00",80,31,73,"42.5%",6,21,"28.6%",12,23,"52.2%",16,13,29,23,15,17,2,4,29,20,0,83,"3065","秋田"
"2694",0,"","ジェームズ・サザランドサザランド","SF","25:33",19,6,15,"40.0%",3,7,"42.9%",4,4,"100.0%",0,4,4,3,1,0,1,0,4,3,1,17,"3088","三河"
"2695",4,"","狩俣 昌也狩俣","PG","03:00",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-2,"3088","三河"
"2696",5,"〇","アイザック・バッツバッツ","C","39:18",6,3,6,"50.0%",0,0,"-",0,0,"-",11,11,22,6,1,1,0,0,3,0,0,31,"3088","三河"
"2697",8,"","村上 直村上","PG","04:33",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,1,0,0,0,0,0,"3088","三河"
"2698",9,"","森川 正明森川","SF","00:03",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3088","三河"
"2699",12,"","西川 貴之西川","SF","04:44",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3088","三河"
"2700",14,"〇","金丸 晃輔金丸","SG/SF","33:17",31,10,23,"43.5%",8,14,"57.1%",3,4,"75.0%",0,1,1,0,2,0,0,0,0,2,0,16,"3088","三河"
"2701",16,"","松井 啓十郎松井","SG","04:41",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,0,0,0,0,0,0,0,2,0,0,2,"3088","三河"
"2702",24,"〇","加藤 寿一加藤","SG","18:05",10,4,6,"66.7%",2,3,"66.7%",0,0,"-",0,3,3,1,0,0,0,0,3,0,0,12,"3088","三河"
"2703",32,"〇","桜木 ジェイアール桜木","PF","32:20",8,3,7,"42.9%",0,1,"0.0%",2,2,"100.0%",0,7,7,6,2,1,0,1,0,3,0,16,"3088","三河"
"2704",46,"〇","生原 秀将生原","PG","34:26",6,3,9,"33.3%",0,2,"0.0%",0,0,"-",1,2,3,6,1,1,0,0,1,1,0,9,"3088","三河"
"2705",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,2,"3088","三河"
"2706",NA,"","合計","","200:00",83,30,70,"42.9%",14,30,"46.7%",9,10,"90.0%",13,29,42,22,8,3,2,1,13,9,1,103,"3088","三河"
"2707",0,"〇","レオ・ライオンズライオンズ","PF","33:41",22,8,17,"47.1%",3,6,"50.0%",3,3,"100.0%",2,8,10,4,3,0,0,1,2,3,3,24,"3088","富山"
"2708",6,"","船生 誠也船生","SF","25:08",13,4,5,"80.0%",1,2,"50.0%",4,4,"100.0%",0,1,1,3,0,3,0,0,2,2,0,19,"3088","富山"
"2709",7,"","阿部 友和阿部","PG","12:03",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,0,0,2,1,1,0,0,0,0,0,3,"3088","富山"
"2710",8,"","山田 大治山田","PF","11:02",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,1,0,0,1,0,0,0,0,2,"3088","富山"
"2711",9,"〇","水戸 健史水戸","SG","23:09",5,2,7,"28.6%",1,3,"33.3%",0,0,"-",0,3,3,3,1,0,0,0,1,0,0,5,"3088","富山"
"2712",11,"〇","宇都 直輝宇都","PG","27:57",6,3,12,"25.0%",0,1,"0.0%",0,0,"-",1,2,3,6,1,1,0,1,1,2,0,6,"3088","富山"
"2713",13,"","比留木 謙司比留木","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3088","富山"
"2714",24,"〇","大塚 裕土大塚","SG/SF","24:46",11,5,10,"50.0%",1,4,"25.0%",0,1,"0.0%",0,1,1,0,1,0,0,0,0,0,0,5,"3088","富山"
"2715",25,"","葛原 大智葛原","SG","02:56",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,-1,"3088","富山"
"2716",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3088","富山"
"2717",34,"〇","ジョシュア・スミススミス","C","39:18",18,6,11,"54.5%",0,0,"-",6,7,"85.7%",4,10,14,2,0,1,0,0,2,5,1,29,"3088","富山"
"2718",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3088","富山"
"2719",NA,"","合計","","200:00",78,29,67,"43.3%",7,18,"38.9%",13,15,"86.7%",9,27,36,21,7,6,1,2,9,12,4,95,"3088","富山"
"2720",0,"","ジェームズ・サザランドサザランド","SF","32:31",24,10,16,"62.5%",2,4,"50.0%",2,4,"50.0%",2,5,7,1,2,1,2,1,2,2,5,25,"3089","三河"
"2721",4,"","狩俣 昌也狩俣","PG","28:38",9,3,5,"60.0%",3,3,"100.0%",0,0,"-",0,0,0,8,1,0,1,0,3,1,0,15,"3089","三河"
"2722",5,"〇","アイザック・バッツバッツ","C","35:14",8,4,7,"57.1%",0,0,"-",0,0,"-",5,11,16,3,1,1,1,1,1,1,1,25,"3089","三河"
"2723",8,"","村上 直村上","PG","00:16",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3089","三河"
"2724",9,"","森川 正明森川","SF","01:34",6,2,2,"100.0%",2,2,"100.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,6,"3089","三河"
"2725",12,"","西川 貴之西川","SF","06:50",0,0,3,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,1,0,0,1,0,0,1,0,0,"3089","三河"
"2726",14,"〇","金丸 晃輔金丸","SG/SF","33:40",33,12,21,"57.1%",8,12,"66.7%",1,1,"100.0%",0,2,2,1,0,0,0,0,0,2,0,27,"3089","三河"
"2727",16,"","松井 啓十郎松井","SG","04:46",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,1,0,0,1,0,0,2,"3089","三河"
"2728",24,"〇","加藤 寿一加藤","SG","07:29",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,1,0,0,0,3,0,0,-1,"3089","三河"
"2729",32,"〇","桜木 ジェイアール桜木","PF","37:40",11,5,9,"55.6%",0,0,"-",1,2,"50.0%",4,7,11,6,1,0,1,1,2,3,0,23,"3089","三河"
"2730",46,"〇","生原 秀将生原","PG","11:22",0,0,3,"0.0%",0,0,"-",0,0,"-",0,1,1,2,2,1,0,0,0,0,0,-1,"3089","三河"
"2731",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,0,0,0,0,0,0,0,4,"3089","三河"
"2732",NA,"","合計","","200:00",91,36,67,"53.7%",15,23,"65.2%",4,7,"57.1%",12,30,42,24,8,4,6,3,12,10,6,125,"3089","三河"
"2733",0,"〇","レオ・ライオンズライオンズ","PF","40:00",13,6,16,"37.5%",0,3,"0.0%",1,1,"100.0%",1,8,9,5,1,1,0,1,1,2,0,17,"3089","富山"
"2734",6,"","船生 誠也船生","SF","25:46",16,6,12,"50.0%",3,5,"60.0%",1,2,"50.0%",3,0,3,1,1,1,0,2,1,2,0,13,"3089","富山"
"2735",7,"","阿部 友和阿部","PG","10:08",6,2,6,"33.3%",2,4,"50.0%",0,0,"-",0,1,1,2,0,0,0,1,1,1,0,5,"3089","富山"
"2736",8,"","山田 大治山田","PF","15:37",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,1,0,0,1,1,2,0,0,1,"3089","富山"
"2737",9,"〇","水戸 健史水戸","SG","14:57",5,2,5,"40.0%",1,2,"50.0%",0,0,"-",1,0,1,2,0,0,0,1,2,0,0,5,"3089","富山"
"2738",11,"〇","宇都 直輝宇都","PG","29:52",10,5,11,"45.5%",0,0,"-",0,0,"-",0,2,2,4,1,1,0,0,0,2,0,10,"3089","富山"
"2739",13,"","比留木 謙司比留木","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3089","富山"
"2740",24,"〇","大塚 裕土大塚","SG/SF","28:26",9,4,11,"36.4%",1,6,"16.7%",0,0,"-",1,1,2,1,1,1,0,0,1,0,0,5,"3089","富山"
"2741",25,"","葛原 大智葛原","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3089","富山"
"2742",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3089","富山"
"2743",34,"〇","ジョシュア・スミススミス","C","35:14",13,5,10,"50.0%",0,0,"-",3,5,"60.0%",3,9,12,3,0,2,2,0,2,4,0,25,"3089","富山"
"2744",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,0,3,0,1,0,0,0,1,0,0,2,"3089","富山"
"2745",NA,"","合計","","200:00",72,30,72,"41.7%",7,20,"35.0%",5,8,"62.5%",12,21,33,19,5,6,3,6,11,11,0,83,"3089","富山"
"2746",0,"〇","レオ・ライオンズライオンズ","PF","39:54",24,9,17,"52.9%",2,4,"50.0%",4,5,"80.0%",2,12,14,5,4,1,1,1,3,5,1,32,"3099","富山"
"2747",6,"","船生 誠也船生","SF","27:45",8,4,9,"44.4%",0,4,"0.0%",0,0,"-",1,1,2,2,0,0,1,1,0,1,0,8,"3099","富山"
"2748",7,"","阿部 友和阿部","PG","11:36",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,1,0,2,0,0,1,1,0,6,"3099","富山"
"2749",8,"","山田 大治山田","PF","07:12",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,-1,"3099","富山"
"2750",9,"〇","水戸 健史水戸","SG","26:18",9,3,8,"37.5%",1,3,"33.3%",2,2,"100.0%",1,1,2,3,0,0,0,0,0,2,0,9,"3099","富山"
"2751",11,"〇","宇都 直輝宇都","PG","28:24",9,4,10,"40.0%",0,0,"-",1,2,"50.0%",0,0,0,2,0,2,0,1,0,1,0,6,"3099","富山"
"2752",13,"","比留木 謙司比留木","PF","00:06",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3099","富山"
"2753",24,"〇","大塚 裕土大塚","SG/SF","25:57",12,4,10,"40.0%",1,3,"33.3%",3,3,"100.0%",0,0,0,2,2,1,0,0,1,2,0,7,"3099","富山"
"2754",25,"","葛原 大智葛原","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3099","富山"
"2755",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3099","富山"
"2756",34,"〇","ジョシュア・スミススミス","C","32:48",12,6,11,"54.5%",0,0,"-",0,0,"-",4,8,12,5,3,1,1,0,3,1,1,23,"3099","富山"
"2757",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,1,0,0,3,"3099","富山"
"2758",NA,"","合計","","200:00",78,32,69,"46.4%",4,15,"26.7%",10,12,"83.3%",9,25,34,20,10,7,3,3,10,13,2,93,"3099","富山"
"2759",0,"〇","藤井 祐眞藤井","PG/SG","21:39",5,2,4,"50.0%",1,3,"33.3%",0,0,"-",0,1,1,2,2,1,0,0,3,1,0,5,"3099","川崎"
"2760",3,"","林 翔太郎林","SF","09:10",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",1,1,2,0,1,0,0,0,1,0,0,0,"3099","川崎"
"2761",4,"","青木 保憲青木","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3099","川崎"
"2762",7,"","篠山 竜青篠山","PG","22:23",3,1,3,"33.3%",1,2,"50.0%",0,0,"-",0,2,2,5,2,0,0,0,1,0,0,6,"3099","川崎"
"2763",14,"〇","辻 直人辻","SG","33:19",20,8,16,"50.0%",4,11,"36.4%",0,0,"-",0,3,3,8,1,0,0,2,2,0,0,22,"3099","川崎"
"2764",18,"","鎌田 裕也鎌田","PF/C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3099","川崎"
"2765",21,"〇","バーノン・マクリンマクリン","PF/C","34:01",17,8,11,"72.7%",0,0,"-",1,2,"50.0%",3,7,10,3,0,0,1,0,1,2,1,27,"3099","川崎"
"2766",22,"〇","ニック・ファジーカスファジーカス","C","33:40",27,11,18,"61.1%",2,3,"66.7%",3,3,"100.0%",1,7,8,4,3,1,0,0,1,3,0,30,"3099","川崎"
"2767",31,"","シェーン・エドワーズエドワーズ","SF/PF","17:50",11,5,8,"62.5%",1,3,"33.3%",0,2,"0.0%",1,3,4,2,0,0,0,0,4,1,3,12,"3099","川崎"
"2768",33,"〇","長谷川 技長谷川","SF","27:58",2,1,7,"14.3%",0,3,"0.0%",0,0,"-",0,3,3,5,3,3,2,1,0,2,0,6,"3099","川崎"
"2769",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3099","川崎"
"2770",NA,"","合計","","200:00",87,37,71,"52.1%",9,26,"34.6%",4,7,"57.1%",8,28,36,29,12,5,3,3,13,9,4,111,"3099","川崎"
"2771",0,"〇","レオ・ライオンズライオンズ","PF","33:39",20,6,17,"35.3%",1,4,"25.0%",7,10,"70.0%",5,13,18,5,2,1,0,0,3,5,1,28,"2994","富山"
"2772",6,"〇","船生 誠也船生","SF","26:58",5,2,6,"33.3%",1,2,"50.0%",0,0,"-",3,5,8,3,0,1,1,2,4,0,0,14,"2994","富山"
"2773",7,"","阿部 友和阿部","PG","14:56",11,4,6,"66.7%",2,3,"66.7%",1,1,"100.0%",0,0,0,3,1,1,0,0,1,1,0,12,"2994","富山"
"2774",8,"","山田 大治山田","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2994","富山"
"2775",9,"","水戸 健史水戸","SG","20:40",5,2,5,"40.0%",1,2,"50.0%",0,0,"-",0,2,2,4,0,1,0,0,2,0,0,9,"2994","富山"
"2776",11,"〇","宇都 直輝宇都","PG","25:04",10,3,8,"37.5%",0,0,"-",4,4,"100.0%",0,2,2,4,0,0,0,1,1,3,0,11,"2994","富山"
"2777",13,"","比留木 謙司比留木","PF","10:29",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,2,1,0,0,1,1,0,1,"2994","富山"
"2778",24,"〇","大塚 裕土大塚","SG/SF","30:26",4,2,11,"18.2%",0,6,"0.0%",0,0,"-",1,0,1,1,1,0,0,0,1,0,0,-4,"2994","富山"
"2779",25,"","葛原 大智葛原","SG","01:56",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,1,0,1,"2994","富山"
"2780",31,"","青野 文彦青野","C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2994","富山"
"2781",34,"〇","ジョシュア・スミススミス","C","35:52",39,17,19,"89.5%",0,0,"-",5,6,"83.3%",6,5,11,1,1,0,2,0,2,5,5,49,"2994","富山"
"2782",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,2,0,0,0,0,0,0,0,"2994","富山"
"2783",NA,"","合計","","200:00",94,36,72,"50.0%",5,17,"29.4%",17,21,"81.0%",16,31,47,21,9,5,3,3,15,16,6,121,"2994","富山"
"2784",0,"〇","細谷 将司細谷","PG","23:34",11,4,8,"50.0%",3,6,"50.0%",0,0,"-",1,0,1,1,2,0,0,0,0,1,0,7,"2994","横浜"
"2785",1,"〇","川村 卓也川村","SG","29:34",23,8,16,"50.0%",4,9,"44.4%",3,4,"75.0%",1,3,4,5,1,2,0,1,0,4,0,24,"2994","横浜"
"2786",2,"〇","高島 一貴高島","SG","07:09",2,1,3,"33.3%",0,0,"-",0,0,"-",3,0,3,2,1,0,0,0,2,0,0,4,"2994","横浜"
