"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"215","16","11","19","18","64","22","53","41.5%","4","18","22.2%","8","13","61.5%","16","13","29","14","13","13","1","10","8","2","34","21","15","7-0(36-58)","17","27","25","21","90","34","49","69.4%","3","12","25%","13","14","92.9%","11","32","43","25","16","9","2","13","17","29","40","15","14","14-0(23-37)",35,"2.09","1881","SRèaíJ","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"216","20","17","18","23","78","24","47","51.1%","7","18","38.9%","9","13","69.2%","13","31","44","21","17","8","0","17","11","20","36","9","14","13-0(59-40)","16","12","12","23","63","19","45","42.2%","5","20","25%","10","16","62.5%","11","22","33","20","13","8","7","15","5","2","32","15","8","8-0(63-51)",36,"2.10","1882","SRèaíJ","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"217","14","15","11","17","57","16","44","36.4%","5","14","35.7%","10","12","83.3%","14","25","39","16","14","4","3","16","7","0","20","7","16","5-0(9-10)","21","14","16","19","70","17","44","38.6%","9","21","42.9%","9","14","64.3%","14","24","38","14","9","4","2","17","4","13","30","5","15","6-0(0-6)",37,"2.16","1901","SRèaíJ","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"218","20","26","13","18","77","21","40","52.5%","8","24","33.3%","11","16","68.8%","12","15","27","17","12","9","3","20","6","10","28","16","14","9-0(26-25)","25","14","26","19","84","22","35","62.9%","9","23","39.1%","13","18","72.2%","10","24","34","18","16","7","2","22","2","9","28","8","11","7-0(0-7)",38,"2.17","1902","SRèaíJ","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"219","11","15","13","9","48","16","45","35.6%","4","25","16%","4","6","66.7%","11","20","31","12","11","5","5","10","1","2","12","7","10","7-0(46-33)","25","19","27","18","89","32","51","62.7%","7","23","30.4%","4","7","57.1%","15","39","54","29","12","7","2","15","16","41","52","11","13","14-0(65-35)",39,"3.03","1917","SRèaíJ","êÁót",FALSE,TRUE,0,0,0,0,0,0
"220","16","21","20","28","85","21","47","44.7%","10","31","32.3%","13","18","72.2%","17","29","46","16","11","4","2","21","7","0","38","7","19","7-0(30-23)","26","24","23","20","93","26","45","57.8%","8","23","34.8%","17","31","54.8%","10","33","43","26","10","6","5","20","18","21","42","17","12","7-0(60-39)",40,"3.04","1918","SRèaíJ","êÁót",FALSE,TRUE,0,0,0,0,0,0
"221","15","19","16","31","81","26","53","49.1%","5","18","27.8%","14","18","77.8%","14","18","32","15","7","10","3","19","13","0","32","14","11","7-0(16-13)","22","18","22","25","87","28","44","63.6%","4","16","25%","19","23","82.6%","12","24","36","18","15","4","4","20","8","17","32","9","12","8-0(16-6)",41,"3.10","1935","SRèaíJ","Aìåãû",FALSE,TRUE,0,0,0,0,0,0
"222","9","19","17","22","67","25","50","50%","2","15","13.3%","11","15","73.3%","10","28","38","10","10","5","4","18","11","0","36","7","8","11-0(45-43)","16","22","14","23","75","20","46","43.5%","7","19","36.8%","14","18","77.8%","11","30","41","14","9","8","1","21","11","13","28","5","11","8-0(67-57)",42,"3.11","1936","SRèaíJ","Aìåãû",FALSE,TRUE,0,0,0,0,0,0
"223","11","19","14","17","61","18","45","40%","6","23","26.1%","7","9","77.8%","11","31","42","16","8","3","4","19","12","0","24","8","17","8-0(19-24)","24","12","17","21","74","24","52","46.2%","4","19","21.1%","14","21","66.7%","17","34","51","17","5","6","1","7","2","14","34","10","21","10-0(2-12)",43,"3.17","1955","SRèaíJ","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"224","13","23","16","25","77","27","53","50.9%","5","25","20%","8","11","72.7%","15","20","35","16","7","12","2","20","11","2","38","16","18","10-0(67-74)","19","20","26","16","81","23","40","57.5%","6","15","40%","17","25","68%","7","34","41","18","14","5","4","16","10","18","38","13","8","8-0(11-19)",44,"3.18","1956","SRèaíJ","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"225","18","7","16","28","69","24","53","45.3%","1","25","4%","18","22","81.8%","21","31","52","12","11","5","1","20","0","5","32","6","23","14-0(72-67)","17","21","20","16","74","17","40","42.5%","8","23","34.8%","16","24","66.7%","10","33","43","11","13","7","2","18","2","20","30","17","9","8-0(27-20)",45,"3.24","1977","SRèaíJ","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"226","21","26","18","19","84","23","49","46.9%","10","23","43.5%","8","8","100%","13","30","43","18","12","5","2","17","9","18","32","15","9","11-0(32-50)","18","14","27","15","74","21","42","50%","7","29","24.1%","11","13","84.6%","14","26","40","14","12","10","0","12","14","2","40","12","12","11-0(46-52)",46,"3.25","1978","SRèaíJ","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"227","21","11","16","24","72","25","52","48.1%","5","15","33.3%","7","13","53.8%","12","25","37","19","20","8","3","27","17","7","46","15","8","7-0(89-72)","17","18","27","27","89","27","43","62.8%","4","22","18.2%","23","32","71.9%","10","28","38","28","13","12","2","12","15","29","44","28","11","9-0(82-53)",47,"3.28","1987","SRèaíJ","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"228","15","11","18","20","64","22","38","57.9%","3","17","17.6%","11","12","91.7%","2","24","26","16","14","4","1","18","3","2","34","7","0","6-0(15-13)","16","29","21","21","87","30","57","52.6%","6","15","40%","9","11","81.8%","11","27","38","18","8","11","3","15","5","26","34","11","12","9-0(24-38)",48,"3.30","1998","SRèaíJ","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"229","13","15","21","15","64","17","37","45.9%","8","27","29.6%","6","9","66.7%","7","26","33","14","13","5","2","23","5","1","28","15","5","8-0(60-63)","24","14","17","21","76","17","38","44.7%","9","19","47.4%","15","22","68.2%","9","31","40","17","13","10","2","14","4","14","26","11","7","9-0(3-11)",49,"3.31","1999","SRèaíJ","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"230","11","17","14","27","69","24","40","60%","4","22","18.2%","9","12","75%","8","26","34","18","13","6","0","27","9","0","28","18","12","10-0(56-68)","22","15","23","14","74","16","36","44.4%","7","20","35%","21","32","65.6%","12","26","38","12","13","4","2","14","2","22","20","16","13","10-0(9-22)",50,"4.07","2018","SRèaíJ","Aìåãû",TRUE,FALSE,0,0,0,0,0,0
"231","25","18","15","21","79","26","55","47.3%","4","8","50%","15","24","62.5%","9","26","35","13","7","5","1","22","2","14","32","12","10","11-0(69-56)","17","19","20","16","72","22","44","50%","3","14","21.4%","19","30","63.3%","9","26","35","19","10","4","0","23","1","0","28","4","4","10-0(50-50)",51,"4.08","2019","SRèaíJ","Aìåãû",TRUE,FALSE,0,0,0,0,0,0
"232","17","25","23","25","90","28","42","66.7%","10","24","41.7%","4","5","80%","8","21","29","28","7","6","3","14","11","18","40","14","8","10-0(20-25)","20","8","26","20","74","26","47","55.3%","6","17","35.3%","4","8","50%","11","21","32","25","10","3","3","12","11","8","42","6","12","8-0(16-8)",52,"4.14","2046","SRèaíJ","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"233","23","15","16","20","74","25","53","47.2%","5","15","33.3%","9","12","75%","12","23","35","19","10","5","1","18","12","0","44","15","12","11-0(76-72)","26","17","19","18","80","27","45","60%","5","13","38.5%","11","17","64.7%","6","25","31","22","11","6","4","13","12","16","40","16","5","10-0(36-25)",53,"4.15","2047","SRèaíJ","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"234","15","25","14","9","63","22","57","38.6%","3","17","17.6%","10","15","66.7%","20","23","43","16","13","8","1","14","10","7","40","12","13","9-0(24-24)","19","16","22","27","84","24","40","60%","9","22","40.9%","9","13","69.2%","5","29","34","16","11","3","8","16","11","21","36","18","7","12-0(15-24)",54,"4.21","2054","SRèaíJ","êÁót",TRUE,FALSE,0,0,0,0,0,0
"235","15","21","16","15","67","22","52","42.3%","4","14","28.6%","11","12","91.7%","9","28","37","20","14","11","3","25","10","2","36","10","6","9-0(26-31)","28","13","15","15","71","18","38","47.4%","6","24","25%","17","28","60.7%","15","32","47","21","16","8","8","11","5","14","32","8","9","10-0(10-18)",55,"4.22","2055","SRèaíJ","êÁót",TRUE,FALSE,0,0,0,0,0,0
"236","17","5","17","16","55","17","52","32.7%","4","13","30.8%","9","14","64.3%","13","25","38","12","12","9","4","5","7","3","24","13","14","8-0(51-40)","21","12","18","20","71","20","44","45.5%","10","22","45.5%","1","1","100%","9","32","41","20","13","6","1","18","10","19","20","13","4","8-0(35-22)",56,"4.28","2068","SRèaíJ","ì»ñÿ",FALSE,TRUE,0,0,0,0,0,0
"237","12","9","17","23","61","11","35","31.4%","10","18","55.6%","9","16","56.3%","9","26","35","17","15","7","5","17","0","0","12","5","8","9-0(57-54)","17","12","26","19","74","19","45","42.2%","7","16","43.8%","15","16","93.8%","10","25","35","15","9","10","3","17","7","19","26","14","6","8-0(8-0)",57,"4.29","2069","SRèaíJ","ì»ñÿ",FALSE,TRUE,0,0,0,0,0,0
"238","20","14","30","24","88","25","46","54.3%","8","14","57.1%","14","18","77.8%","11","24","35","25","15","5","2","22","8","11","38","13","9","9-0(49-40)","14","20","23","26","83","21","37","56.8%","9","19","47.4%","14","23","60.9%","7","18","25","33","13","8","3","15","3","5","32","14","5","9-0(27-32)",58,"5.02","2088","SRèaíJ","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"239","16","16","19","19","70","19","41","46.3%","6","26","23.1%","14","20","70%","16","29","45","19","13","9","2","17","9","10","28","17","16","9-0(11-2)","7","26","18","17","68","12","29","41.4%","10","26","38.5%","14","19","73.7%","6","27","33","18","15","3","2","19","6","6","12","12","5","8-0(51-57)",59,"5.05","2101","SRèaíJ","ëÂç„",TRUE,FALSE,0,0,0,0,0,0
"240","19","16","17","23","75","18","45","40%","8","18","44.4%","15","20","75%","9","20","29","21","14","14","2","16","11","6","20","19","9","7-0(33-33)","19","16","21","16","72","20","42","47.6%","8","20","40%","8","10","80%","12","30","42","19","22","10","7","17","6","7","30","18","8","7-0(26-33)",60,"5.06","2102","SRèaíJ","ëÂç„",TRUE,FALSE,0,0,0,0,0,0
"241","17","21","24","19","81","30","55","54.5%","2","14","14.3%","15","19","78.9%","11","35","46","17","6","4","3","18","17","22","50","7","10","7-0(15-15)","17","16","15","12","60","21","50","42%","2","14","14.3%","12","16","75%","8","26","34","17","7","4","2","19","6","7","28","4","0","7-0(15-8)",1,"9.30","1585","Aìåãû","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"242","21","9","22","16","68","18","44","40.9%","5","17","29.4%","17","20","85%","15","29","44","14","17","9","5","16","9","11","30","10","12","9-0(40-49)","12","18","17","18","65","24","52","46.2%","3","10","30%","8","11","72.7%","7","24","31","15","13","7","3","20","10","3","28","9","8","8-0(25-27)",2,"10.01","1586","Aìåãû","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"243","16","17","29","16","78","22","43","51.2%","7","17","41.2%","13","16","81.3%","14","27","41","15","13","6","5","21","15","12","34","13","11","13-0(62-52)","20","11","21","20","72","17","45","37.8%","9","16","56.3%","11","16","68.8%","10","18","28","10","11","5","1","19","6","5","28","18","8","7-0(40-45)",3,"10.09","1595","Aìåãû","êVäÉ",TRUE,FALSE,0,0,0,0,0,0
"244","21","20","21","24","95","19","37","51.4%","14","30","46.7%","15","23","65.2%","13","20","33","22","8","3","5","17","0","4","28","3","15","9-0(74-74)","21","23","23","19","97","31","50","62%","8","26","30.8%","11","12","91.7%","15","23","38","8","5","5","1","18","9","9","52","13","11","6-0(14-21)",4,"10.10","1596","Aìåãû","êVäÉ",TRUE,FALSE,9,11,0,0,0,0
"245","17","20","18","24","79","19","41","46.3%","11","27","40.7%","8","11","72.7%","18","27","45","22","14","6","1","14","6","21","36","8","17","11-0(17-4)","7","21","19","11","58","21","41","51.2%","2","14","14.3%","10","13","76.9%","6","20","26","17","12","7","2","14","4","0","30","18","6","7-0(17-11)",5,"10.14","1613","Aìåãû","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"246","20","17","22","23","82","20","38","52.6%","7","17","41.2%","21","26","80.8%","9","28","37","23","9","4","3","12","10","29","30","9","12","11-0(62-38)","15","17","6","19","57","21","45","46.7%","3","15","20%","6","7","85.7%","7","18","25","19","8","4","2","16","5","4","26","1","10","7-0(5-9)",6,"10.15","1614","Aìåãû","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"247","21","19","16","20","76","24","46","52.2%","5","15","33.3%","13","16","81.3%","5","29","34","20","10","4","4","18","10","10","38","7","5","7-0(4-14)","14","16","22","19","71","25","51","49%","3","11","27.3%","12","15","80%","8","27","35","17","11","4","1","18","4","0","38","6","11","6-0(36-40)",7,"10.21","1627","Aìåãû","ì»ñÿ",FALSE,TRUE,0,0,0,0,0,0
"248","16","19","16","20","71","23","46","50%","5","18","27.8%","10","14","71.4%","13","27","40","14","14","8","1","17","1","12","32","9","15","8-0(28-37)","18","10","13","22","63","22","50","44%","3","13","23.1%","10","13","76.9%","12","26","38","13","12","3","3","16","9","4","38","13","9","7-0(13-9)",8,"10.22","1628","Aìåãû","ì»ñÿ",FALSE,TRUE,0,0,0,0,0,0
"249","16","26","24","33","99","28","46","60.9%","9","16","56.3%","16","17","94.1%","8","21","29","23","11","6","3","21","14","10","38","8","10","11-0(99-89)","28","15","21","27","91","26","53","49.1%","7","17","41.2%","18","22","81.8%","18","14","32","23","8","5","1","17","0","12","42","18","9","8-0(4-8)",9,"10.25","1645","Aìåãû","êÏçË",TRUE,FALSE,0,0,0,0,0,0
"250","28","25","30","21","104","33","51","64.7%","7","15","46.7%","17","21","81%","7","28","35","24","7","7","3","16","13","33","48","12","8","11-0(83-51)","19","16","16","26","77","26","50","52%","6","18","33.3%","7","9","77.8%","8","20","28","22","10","2","1","21","13","2","46","5","8","7-0(87-61)",10,"10.28","1656","Aìåãû","ïxéR",TRUE,FALSE,0,0,0,0,0,0
"251","15","26","20","17","78","18","43","41.9%","6","16","37.5%","24","29","82.8%","12","31","43","21","17","6","6","15","13","17","26","9","8","11-0(34-30)","21","15","14","15","65","22","47","46.8%","3","14","21.4%","12","16","75%","6","25","31","20","11","4","3","22","3","10","32","14","9","7-0(5-13)",11,"10.29","1657","Aìåãû","ïxéR",TRUE,FALSE,0,0,0,0,0,0
"252","14","22","14","17","67","18","48","37.5%","6","17","35.3%","13","20","65%","19","24","43","16","12","8","1","21","9","16","30","18","20","10-0(16-24)","16","6","19","19","60","20","47","42.6%","3","12","25%","11","15","73.3%","14","25","39","11","16","5","3","20","9","5","32","6","13","6-0(43-50)",12,"11.03","1686","Aìåãû","ìáç™",FALSE,TRUE,0,0,0,0,0,0
"253","16","17","17","36","86","25","48","52.1%","7","12","58.3%","15","17","88.2%","8","27","35","22","8","6","4","15","12","26","30","6","4","12-0(46-70)","17","15","10","19","61","25","52","48.1%","1","5","20%","8","11","72.7%","5","21","26","14","9","1","2","19","4","4","36","8","6","6-0(38-35)",13,"11.04","1687","Aìåãû","ìáç™",FALSE,TRUE,0,0,0,0,0,0
"254","15","14","8","22","59","19","41","46.3%","5","16","31.3%","6","11","54.5%","10","20","30","13","17","2","1","18","6","4","24","9","5","6-0(91-56)","21","25","25","24","95","30","45","66.7%","9","17","52.9%","8","10","80%","3","23","26","26","6","10","5","11","21","43","52","20","3","15-0(52-29)",14,"11.11","1692","Aìåãû","êÁót",FALSE,TRUE,0,0,0,0,0,0
"255","17","15","26","19","77","21","36","58.3%","6","13","46.2%","17","28","60.7%","5","27","32","18","14","10","4","15","6","12","32","20","6","7-0(5-10)","17","11","23","16","67","13","34","38.2%","12","25","48%","5","10","50%","8","21","29","5","18","5","3","22","4","2","24","13","6","6-0(17-15)",15,"11.12","1693","Aìåãû","êÁót",FALSE,TRUE,0,0,0,0,0,0
"256","16","14","21","25","76","24","56","42.9%","3","15","20%","19","20","95%","19","27","46","17","12","10","4","15","20","4","40","16","20","7-0(65-70)","18","23","23","17","81","21","46","45.7%","8","17","47.1%","15","17","88.2%","9","25","34","23","10","5","7","18","7","15","24","9","9","12-0(24-39)",16,"11.17","1708","Aìåãû","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"257","18","16","20","35","89","20","36","55.6%","12","20","60%","13","15","86.7%","7","26","33","25","16","8","7","20","10","20","32","16","8","10-0(23-10)","10","17","18","24","69","25","53","47.2%","2","12","16.7%","13","17","76.5%","14","15","29","16","14","10","4","15","8","1","34","13","16","9-0(52-45)",17,"11.18","1709","Aìåãû","ñkäCìπ",TRUE,FALSE,0,0,0,0,0,0
"258","18","20","22","17","77","31","58","53.4%","3","14","21.4%","6","8","75%","10","18","28","20","3","7","1","18","5","10","40","18","8","9-0(4-14)","14","19","21","20","74","29","57","50.9%","2","6","33.3%","10","12","83.3%","14","28","42","20","15","0","3","15","1","2","48","4","17","6-0(13-16)",18,"12.02","1736","Aìåãû","éOâÕ",FALSE,TRUE,0,0,0,0,0,0
"259","16","14","17","22","69","17","42","40.5%","9","24","37.5%","8","9","88.9%","10","23","33","15","9","3","3","20","9","4","26","9","8","8-0(7-11)","21","12","22","22","77","27","51","52.9%","3","16","18.8%","14","16","87.5%","14","30","44","16","8","7","1","13","7","12","42","13","15","9-0(59-47)",19,"12.03","1737","Aìåãû","éOâÕ",FALSE,TRUE,0,0,0,0,0,0
"260","28","20","24","27","99","28","42","66.7%","10","23","43.5%","13","14","92.9%","10","30","40","30","12","7","5","16","15","44","50","18","10","14-0(48-16)","11","11","20","13","55","18","48","37.5%","2","9","22.2%","13","17","76.5%","5","18","23","13","14","7","5","12","5","0","18","9","4","8-0(48-24)",20,"12.09","1746","Aìåãû","ëÂç„",TRUE,FALSE,0,0,0,0,0,0
"261","23","19","22","15","79","25","46","54.3%","7","17","41.2%","8","13","61.5%","8","29","37","20","14","6","6","15","13","22","30","16","15","12-0(16-5)","16","17","14","22","69","26","55","47.3%","2","13","15.4%","11","13","84.6%","12","25","37","15","13","9","3","16","9","1","42","15","11","10-0(40-33)",21,"12.10","1747","Aìåãû","ëÂç„",TRUE,FALSE,0,0,0,0,0,0
"262","20","23","15","28","86","23","41","56.1%","10","21","47.6%","10","13","76.9%","11","29","40","18","13","6","2","17","6","17","36","9","12","10-0(86-69)","18","18","16","17","69","19","39","48.7%","6","20","30%","13","16","81.3%","7","18","25","14","9","8","2","15","6","4","26","15","9","6-0(53-48)",22,"12.16","1764","Aìåãû","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"263","16","13","22","24","75","18","38","47.4%","4","16","25%","27","32","84.4%","8","27","35","15","11","9","3","17","11","10","28","17","9","11-0(51-44)","15","16","15","21","67","24","49","49%","5","17","29.4%","4","8","50%","11","26","37","14","14","8","1","23","6","7","38","11","16","9-0(4-11)",23,"12.17","1765","Aìåãû","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"264","16","13","17","21","67","20","38","52.6%","7","19","36.8%","6","10","60%","5","25","30","15","13","6","2","17","9","7","32","9","10","5-0(2-9)","15","20","20","22","77","28","48","58.3%","4","16","25%","9","12","75%","7","26","33","17","8","13","1","10","6","12","38","13","5","9-0(22-16)",24,"12.20","1782","Aìåãû","êÏçË",FALSE,TRUE,0,0,0,0,0,0
"265","26","18","28","19","91","30","54","55.6%","7","18","38.9%","10","12","83.3%","8","30","38","23","5","9","5","16","17","35","36","17","13","14-0(31-51)","8","23","15","16","62","15","47","31.9%","7","17","41.2%","11","15","73.3%","13","27","40","14","16","3","3","13","0","0","22","5","12","6-0(14-26)",25,"12.23","1793","Aìåãû","SRèaíJ",FALSE,TRUE,0,0,0,0,0,0
"266","17","21","10","12","60","22","51","43.1%","4","15","26.7%","4","7","57.1%","11","28","39","17","11","5","6","19","9","11","36","8","9","7-0(21-25)","15","12","15","20","62","21","51","41.2%","3","14","21.4%","11","13","84.6%","13","30","43","15","10","5","1","13","3","3","26","9","8","8-0(12-10)",26,"12.24","1794","Aìåãû","SRèaíJ",FALSE,TRUE,0,0,0,0,0,0
"267","15","16","11","15","57","17","48","35.4%","5","14","35.7%","8","10","80%","13","35","48","12","16","7","7","20","7","8","24","6","4","5-0(31-24)","12","15","13","16","56","14","42","33.3%","5","24","20.8%","13","17","76.5%","13","26","39","14","9","10","6","14","8","2","26","11","6","7-0(38-38)",27,"12.31","1809","Aìåãû","êÁót",TRUE,FALSE,0,0,0,0,0,0
"268","18","17","15","17","67","23","47","48.9%","4","15","26.7%","9","11","81.8%","15","29","44","15","12","10","3","21","12","20","38","19","17","11-0(48-30)","9","19","10","11","49","15","34","44.1%","1","11","9.1%","16","26","61.5%","5","22","27","8","14","7","4","15","5","2","24","5","3","8-0(48-38)",28,"1.01","1810","Aìåãû","êÁót",TRUE,FALSE,0,0,0,0,0,0
"269","20","24","21","19","84","28","53","52.8%","4","14","28.6%","16","16","100%","10","25","35","12","5","3","3","26","2","19","40","11","11","8-0(20-30)","15","21","19","21","76","22","40","55%","2","9","22.2%","26","31","83.9%","3","23","26","16","9","4","2","21","5","3","38","9","2","7-0(30-36)",29,"1.20","1839","Aìåãû","ãûìs",FALSE,TRUE,0,0,0,0,0,0
"270","19","24","28","15","86","23","46","50%","9","19","47.4%","13","16","81.3%","13","19","32","21","7","7","1","20","4","16","24","12","22","9-0(0-9)","20","20","18","19","77","27","51","52.9%","3","11","27.3%","14","18","77.8%","15","19","34","21","13","3","1","20","4","5","46","9","22","14-0(14-9)",30,"1.21","1840","Aìåãû","ãûìs",FALSE,TRUE,0,0,0,0,0,0
"271","14","24","24","19","81","25","52","48.1%","6","12","50%","13","20","65%","13","27","40","22","13","9","5","18","9","24","38","19","10","11-0(22-12)","12","12","17","18","59","17","44","38.6%","5","8","62.5%","10","16","62.5%","6","22","28","16","16","8","6","23","8","1","26","7","1","5-0(11-12)",31,"1.27","1845","Aìåãû","é†âÍ",TRUE,FALSE,0,0,0,0,0,0
"272","24","17","24","23","88","26","39","66.7%","4","15","26.7%","24","32","75%","9","26","35","23","10","4","2","18","10","9","46","11","8","7-0(82-76)","16","22","25","18","81","28","50","56%","4","14","28.6%","13","18","72.2%","8","19","27","14","7","5","2","26","2","3","34","9","5","9-0(27-30)",32,"1.28","1846","Aìåãû","é†âÍ",TRUE,FALSE,0,0,0,0,0,0
"273","16","18","27","6","67","21","49","42.9%","4","13","30.8%","13","23","56.5%","15","28","43","12","12","6","0","21","6","6","38","2","14","7-0(40-45)","13","22","21","17","73","19","40","47.5%","6","21","28.6%","17","22","77.3%","12","26","38","19","9","6","7","20","7","6","30","13","12","7-0(65-63)",33,"2.03","1861","Aìåãû","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"274","26","20","23","21","90","28","51","54.9%","5","15","33.3%","19","29","65.5%","18","33","51","18","10","7","1","18","12","31","46","13","13","21-0(14-32)","14","14","20","13","61","18","46","39.1%","6","16","37.5%","7","8","87.5%","5","18","23","16","11","4","4","24","2","3","30","6","4","9-0(41-54)",34,"2.04","1862","Aìåãû","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"275","15","19","14","17","65","22","43","51.2%","3","15","20%","12","16","75%","5","20","25","17","10","7","1","18","4","0","36","14","6","9-0(34-49)","35","14","22","23","94","27","44","61.4%","8","14","57.1%","16","22","72.7%","5","29","34","22","11","6","1","20","2","29","36","13","7","10-0(10-28)",35,"2.10","1879","Aìåãû","êÏçË",TRUE,FALSE,0,0,0,0,0,0
"276","16","21","22","27","86","17","34","50%","9","26","34.6%","25","29","86.2%","10","39","49","24","9","5","3","18","7","32","30","12","17","9-0(86-54)","13","11","7","23","54","15","48","31.3%","4","19","21.1%","12","19","63.2%","11","24","35","12","10","2","2","21","5","2","20","5","12","7-0(62-40)",36,"2.11","1880","Aìåãû","êÏçË",TRUE,FALSE,0,0,0,0,0,0
"277","22","21","18","18","79","23","46","50%","6","18","33.3%","15","22","68.2%","12","28","40","18","9","9","3","16","13","19","42","13","13","9-0(9-17)","15","17","13","20","65","19","36","52.8%","5","23","21.7%","12","18","66.7%","9","25","34","20","12","5","8","17","8","2","34","3","9","6-0(26-36)",37,"2.17","1899","Aìåãû","êÁót",FALSE,TRUE,0,0,0,0,0,0
"278","21","11","19","18","69","19","31","61.3%","3","18","16.7%","22","31","71%","6","21","27","11","14","7","1","17","7","10","30","14","5","8-0(2-12)","24","19","19","17","79","24","45","53.3%","7","20","35%","10","16","62.5%","15","23","38","12","14","7","1","25","6","17","46","11","16","13-0(30-21)",38,"2.18","1900","Aìåãû","êÁót",FALSE,TRUE,0,0,0,0,0,0
"279","18","21","19","25","92","25","45","55.6%","10","28","35.7%","12","15","80%","12","25","37","22","9","5","3","23","13","9","34","16","10","9-0(59-65)","23","15","21","24","99","23","44","52.3%","11","23","47.8%","20","22","90.9%","8","28","36","18","8","7","3","17","11","9","42","13","10","10-0(10-2)",39,"3.03","1921","Aìåãû","êVäÉ",FALSE,TRUE,9,16,0,0,0,0
"280","15","19","22","16","72","19","47","40.4%","6","14","42.9%","16","22","72.7%","10","25","35","15","8","4","2","20","2","3","20","6","11","7-0(41-41)","24","15","22","20","81","21","43","48.8%","10","23","43.5%","9","14","64.3%","12","29","41","22","8","6","4","19","4","12","36","12","12","12-0(81-72)",40,"3.04","1922","Aìåãû","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"281","22","18","22","25","87","28","44","63.6%","4","16","25%","19","23","82.6%","12","24","36","18","15","4","4","20","8","17","32","9","12","8-0(16-6)","15","19","16","31","81","26","53","49.1%","5","18","27.8%","14","18","77.8%","14","18","32","15","7","10","3","19","13","0","32","14","11","7-0(16-13)",41,"3.10","1935","Aìåãû","SRèaíJ",TRUE,FALSE,0,0,0,0,0,0
"282","16","22","14","23","75","20","46","43.5%","7","19","36.8%","14","18","77.8%","11","30","41","14","9","8","1","21","11","13","28","5","11","8-0(67-57)","9","19","17","22","67","25","50","50%","2","15","13.3%","11","15","73.3%","10","28","38","10","10","5","4","18","11","0","36","7","8","11-0(45-43)",42,"3.11","1936","Aìåãû","SRèaíJ",TRUE,FALSE,0,0,0,0,0,0
"283","19","24","23","30","96","31","54","57.4%","7","17","41.2%","13","15","86.7%","14","29","43","23","12","7","3","10","18","27","46","18","14","13-0(49-74)","20","14","15","23","72","23","46","50%","6","14","42.9%","8","9","88.9%","1","19","20","10","12","10","2","16","2","2","40","6","2","6-0(8-8)",43,"3.17","1965","Aìåãû","êºã{",FALSE,TRUE,0,0,0,0,0,0
