"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"66","6","25","24","21","76","23","46","50%","5","19","26.3%","15","23","65.2%","10","29","39","21","10","10","4","15","15","15","40","8","13","16-0(22-23)","21","8","18","17","64","22","46","47.8%","4","22","18.2%","8","10","80%","13","28","41","12","16","6","4","21","6","17","36","13","10","10-0(0-10)",3,"10.12","3010","êÏçË","é†âÍ",TRUE,FALSE,0,0,0,0,0,0
"67","10","24","18","16","68","19","41","46.3%","4","20","20%","18","28","64.3%","12","25","37","22","9","3","3","21","2","2","32","3","11","8-0(8-8)","14","23","23","20","80","22","45","48.9%","6","19","31.6%","18","22","81.8%","12","31","43","21","7","6","2","22","14","15","32","10","16","8-0(0-8)",4,"10.13","3011","êÏçË","é†âÍ",TRUE,FALSE,0,0,0,0,0,0
"68","15","18","12","24","69","22","45","48.9%","3","14","21.4%","16","20","80%","8","33","41","18","11","7","3","7","14","12","40","10","6","11-0(58-53)","13","8","28","11","60","20","51","39.2%","5","18","27.8%","5","5","100%","10","28","38","17","11","7","6","20","0","6","24","11","6","11-0(38-41)",5,"10.17","3025","êÏçË","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"69","17","19","20","11","67","21","40","52.5%","3","20","15%","16","20","80%","6","27","33","15","10","3","4","9","5","2","38","4","1","11-0(34-36)","23","13","27","26","89","28","52","53.8%","8","23","34.8%","9","11","81.8%","12","30","42","23","5","7","2","19","9","22","46","15","9","9-0(85-65)",6,"10.20","3037","êÏçË","Aìåãû",FALSE,TRUE,0,0,0,0,0,0
"70","12","8","16","10","46","20","52","38.5%","0","8","0%","6","10","60%","9","31","40","9","15","6","6","11","4","2","28","9","6","6-0(38-26)","18","18","15","15","66","25","56","44.6%","4","14","28.6%","4","7","57.1%","11","33","44","15","10","11","5","15","23","23","38","21","8","9-0(64-41)",7,"10.21","3038","êÏçË","Aìåãû",FALSE,TRUE,0,0,0,0,0,0
"71","22","21","17","17","77","21","47","44.7%","9","22","40.9%","8","12","66.7%","14","26","40","23","8","11","1","15","11","18","38","21","9","9-0(22-9)","9","25","20","10","64","20","42","47.6%","5","14","35.7%","9","11","81.8%","5","25","30","11","15","4","5","15","4","2","34","5","3","11-0(41-34)",1,"10.06","2996","éOâì","ãûìs",TRUE,FALSE,0,0,0,0,0,0
"72","25","16","21","26","88","30","50","60%","7","15","46.7%","7","9","77.8%","10","25","35","19","14","4","1","24","8","7","52","10","9","7-0(19-13)","22","23","22","26","93","23","38","60.5%","9","21","42.9%","20","28","71.4%","6","20","26","18","8","7","4","13","15","8","42","15","8","8-0(82-89)",2,"10.07","2997","éOâì","ãûìs",TRUE,FALSE,0,0,0,0,0,0
"73","21","12","18","9","60","20","45","44.4%","5","15","33.3%","5","8","62.5%","9","25","34","16","16","6","4","19","12","10","34","7","3","6-0(38-45)","14","14","19","23","70","21","45","46.7%","4","15","26.7%","16","21","76.2%","12","25","37","11","11","9","4","13","5","13","32","21","13","13-0(66-53)",3,"10.13","3006","éOâì","êÁót",FALSE,TRUE,0,0,0,0,0,0
"74","14","13","12","17","56","20","37","54.1%","3","20","15%","7","12","58.3%","6","28","34","14","16","9","3","12","7","5","34","13","8","8-0(68-50)","27","18","21","7","73","24","53","45.3%","7","15","46.7%","4","7","57.1%","10","33","43","14","11","7","4","14","9","27","34","19","9","19-0(31-14)",4,"10.14","3007","éOâì","êÁót",FALSE,TRUE,0,0,0,0,0,0
"75","17","8","12","11","48","18","40","45%","2","19","10.5%","6","7","85.7%","9","33","42","13","13","5","4","12","6","6","24","9","4","7-0(3-9)","16","18","10","17","61","18","45","40%","6","22","27.3%","7","10","70%","11","30","41","16","7","7","1","8","3","13","32","5","10","9-0(29-21)",5,"10.17","3027","éOâì","êVäÉ",FALSE,TRUE,0,0,0,0,0,0
"76","23","15","12","13","63","24","52","46.2%","3","16","18.8%","6","9","66.7%","11","16","27","19","8","7","0","23","6","5","38","10","7","8-0(13-8)","22","18","30","26","96","29","45","64.4%","7","18","38.9%","17","20","85%","11","33","44","24","9","6","3","16","10","33","32","10","10","12-0(42-59)",6,"10.20","3043","éOâì","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"77","17","10","13","20","60","25","52","48.1%","1","10","10%","7","13","53.8%","9","27","36","12","15","1","3","21","2","3","38","3","9","6-0(46-69)","26","19","22","24","91","27","51","52.9%","7","21","33.3%","16","19","84.2%","12","29","41","17","7","6","1","20","7","32","38","17","13","8-0(13-26)",7,"10.21","3044","éOâì","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"78","22","11","22","20","75","25","53","47.2%","5","16","31.3%","10","19","52.6%","16","23","39","16","9","5","2","19","6","2","42","11","14","6-0(45-43)","22","19","17","22","80","22","37","59.5%","6","20","30%","18","25","72%","9","28","37","15","11","3","0","16","4","12","32","6","11","10-0(39-27)",1,"10.06","2998","éOâÕ","ñºå√âÆD",FALSE,TRUE,0,0,0,0,0,0
"79","13","21","28","31","93","23","45","51.1%","12","24","50%","11","13","84.6%","12","29","41","20","14","5","1","24","6","0","30","14","10","13-0(90-84)","25","30","23","18","96","16","36","44.4%","15","26","57.7%","19","28","67.9%","7","22","29","25","9","9","3","19","14","25","24","22","4","9-0(14-2)",2,"10.07","2999","éOâÕ","ñºå√âÆD",FALSE,TRUE,0,0,0,0,0,0
"80","13","21","14","21","69","26","48","54.2%","2","13","15.4%","11","13","84.6%","8","24","32","10","12","5","3","13","7","7","48","8","10","8-0(28-23)","17","12","21","27","77","25","52","48.1%","5","15","33.3%","12","14","85.7%","12","26","38","16","11","7","4","12","8","10","28","14","11","13-0(44-50)",3,"10.13","3014","éOâÕ","Aìåãû",TRUE,FALSE,0,0,0,0,0,0
"81","14","10","11","20","55","13","37","35.1%","7","20","35%","8","12","66.7%","3","27","30","10","10","7","1","14","2","7","22","9","8","11-0(53-62)","10","18","24","13","65","21","44","47.7%","4","17","23.5%","11","17","64.7%","9","34","43","14","11","8","3","14","11","20","34","15","6","8-0(33-48)",4,"10.14","3015","éOâÕ","Aìåãû",TRUE,FALSE,0,0,0,0,0,0
"82","13","8","28","11","60","20","51","39.2%","5","18","27.8%","5","5","100%","10","28","38","17","11","7","6","20","0","6","24","11","6","11-0(38-41)","15","18","12","24","69","22","45","48.9%","3","14","21.4%","16","20","80%","8","33","41","18","11","7","3","7","14","12","40","10","6","11-0(58-53)",5,"10.17","3025","éOâÕ","êÏçË",FALSE,TRUE,0,0,0,0,0,0
"83","20","16","29","9","74","21","46","45.7%","6","15","40%","14","22","63.6%","7","34","41","18","8","3","1","17","4","21","34","4","5","15-0(58-37)","10","20","17","17","64","18","42","42.9%","4","24","16.7%","16","20","80%","9","31","40","15","6","5","2","18","8","2","20","11","4","5-0(29-20)",6,"10.20","3045","éOâÕ","SRèaíJ",TRUE,FALSE,0,0,0,0,0,0
"84","17","20","17","22","76","21","47","44.7%","6","11","54.5%","16","21","76.2%","10","30","40","15","10","3","2","12","4","18","30","4","10","11-0(39-26)","18","8","20","25","71","15","41","36.6%","9","18","50%","14","16","87.5%","6","22","28","15","7","5","2","20","6","3","16","10","5","11-0(72-65)",7,"10.21","3046","éOâÕ","SRèaíJ",TRUE,FALSE,0,0,0,0,0,0
"85","22","19","17","22","80","22","37","59.5%","6","20","30%","18","25","72%","9","28","37","15","11","3","0","16","4","12","32","6","11","10-0(39-27)","22","11","22","20","75","25","53","47.2%","5","16","31.3%","10","19","52.6%","16","23","39","16","9","5","2","19","6","2","42","11","14","6-0(45-43)",1,"10.06","2998","ñºå√âÆD","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"86","25","30","23","18","96","16","36","44.4%","15","26","57.7%","19","28","67.9%","7","22","29","25","9","9","3","19","14","25","24","22","4","9-0(14-2)","13","21","28","31","93","23","45","51.1%","12","24","50%","11","13","84.6%","12","29","41","20","14","5","1","24","6","0","30","14","10","13-0(90-84)",2,"10.07","2999","ñºå√âÆD","éOâÕ",TRUE,FALSE,0,0,0,0,0,0
"87","17","24","22","24","87","23","37","62.2%","11","32","34.4%","8","15","53.3%","11","17","28","24","4","6","1","13","11","3","32","15","12","10-0(49-51)","20","25","20","23","88","24","43","55.8%","11","21","52.4%","7","9","77.8%","12","26","38","21","11","2","2","18","8","10","38","8","15","13-0(13-3)",3,"10.12","3020","ñºå√âÆD","óÆãÖ",FALSE,TRUE,0,0,0,0,0,0
"88","14","24","12","18","68","17","39","43.6%","8","19","42.1%","10","12","83.3%","5","24","29","19","8","5","2","16","5","0","30","7","5","7-0(11-9)","21","21","22","15","79","22","43","51.2%","9","24","37.5%","8","11","72.7%","14","28","42","23","8","4","2","19","5","16","32","15","9","8-0(60-45)",4,"10.13","3021","ñºå√âÆD","óÆãÖ",FALSE,TRUE,0,0,0,0,0,0
"89","29","16","24","20","89","19","40","47.5%","12","21","57.1%","15","21","71.4%","10","28","38","18","11","6","2","11","6","25","30","10","8","8-0(11-2)","17","14","21","24","76","25","55","45.5%","6","20","30%","8","10","80%","16","24","40","17","11","6","2","17","5","0","42","14","19","8-0(69-55)",5,"10.17","3028","ñºå√âÆD","ïüâ™",TRUE,FALSE,0,0,0,0,0,0
"90","15","28","20","13","76","25","47","53.2%","8","18","44.4%","2","3","66.7%","2","31","33","18","9","7","1","16","9","19","38","24","4","9-0(31-46)","15","16","18","14","63","17","37","45.9%","6","19","31.6%","11","18","61.1%","5","31","36","16","14","5","1","12","4","2","24","0","8","11-0(17-15)",6,"10.20","3047","ñºå√âÆD","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"91","22","21","16","21","80","19","42","45.2%","10","24","41.7%","12","14","85.7%","8","30","38","16","7","6","3","15","1","14","28","14","9","9-0(11-19)","13","19","21","17","70","23","52","44.2%","5","18","27.8%","9","12","75%","13","30","43","17","10","4","4","16","6","1","38","6","9","6-0(22-25)",7,"10.21","3048","ñºå√âÆD","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"92","19","13","14","27","73","23","45","51.1%","5","22","22.7%","12","13","92.3%","9","33","42","22","7","2","4","20","0","2","34","11","14","9-0(53-64)","27","15","22","14","78","15","34","44.1%","12","32","37.5%","12","20","60%","10","30","40","13","8","6","2","12","6","20","24","11","13","13-0(42-61)",1,"10.06","3000","é†âÍ","êVäÉ",TRUE,FALSE,0,0,0,0,0,0
"93","23","20","16","16","75","23","43","53.5%","8","26","30.8%","5","8","62.5%","12","31","43","25","15","6","5","17","11","22","20","14","11","12-0(35-13)","11","16","26","18","71","17","41","41.5%","7","25","28%","16","18","88.9%","8","27","35","14","12","7","3","14","14","5","32","14","4","11-0(54-45)",2,"10.07","3001","é†âÍ","êVäÉ",TRUE,FALSE,0,0,0,0,0,0
"94","21","8","18","17","64","22","46","47.8%","4","22","18.2%","8","10","80%","13","28","41","12","16","6","4","21","6","17","36","13","10","10-0(0-10)","6","25","24","21","76","23","46","50%","5","19","26.3%","15","23","65.2%","10","29","39","21","10","10","4","15","15","15","40","8","13","16-0(22-23)",3,"10.12","3010","é†âÍ","êÏçË",FALSE,TRUE,0,0,0,0,0,0
"95","14","23","23","20","80","22","45","48.9%","6","19","31.6%","18","22","81.8%","12","31","43","21","7","6","2","22","14","15","32","10","16","8-0(0-8)","10","24","18","16","68","19","41","46.3%","4","20","20%","18","28","64.3%","12","25","37","22","9","3","3","21","2","2","32","3","11","8-0(8-8)",4,"10.13","3011","é†âÍ","êÏçË",FALSE,TRUE,0,0,0,0,0,0
"96","15","16","15","14","60","22","56","39.3%","3","16","18.8%","7","10","70%","18","23","41","18","8","11","2","14","7","10","26","16","10","13-0(19-12)","12","20","12","20","64","18","37","48.6%","7","19","36.8%","7","12","58.3%","9","29","38","20","13","5","4","8","14","9","28","9","4","11-0(46-55)",5,"10.17","3029","é†âÍ","ëÂç„",TRUE,FALSE,0,0,0,0,0,0
"97","18","21","19","18","76","22","44","50%","8","33","24.2%","8","10","80%","22","21","43","26","13","7","4","18","7","4","32","6","9","7-0(14-9)","18","19","22","21","80","19","41","46.3%","10","20","50%","12","13","92.3%","8","25","33","24","12","8","2","14","12","12","32","13","10","12-0(14-2)",6,"10.20","3039","é†âÍ","â°ïl",FALSE,TRUE,0,0,0,0,0,0
"98","23","14","26","7","70","17","25","68%","10","22","45.5%","6","11","54.5%","6","28","34","22","24","2","2","23","4","24","24","5","8","8-0(5-16)","11","12","24","25","72","24","48","50%","2","15","13.3%","18","28","64.3%","14","15","29","12","6","14","0","14","10","2","40","26","14","9-0(56-66)",7,"10.21","3040","é†âÍ","â°ïl",FALSE,TRUE,0,0,0,0,0,0
"99","16","20","19","19","74","24","47","51.1%","6","18","33.3%","8","16","50%","12","24","36","19","16","15","5","21","10","14","38","20","15","8-0(12-18)","12","13","21","22","68","25","49","51%","2","14","14.3%","12","15","80%","13","26","39","16","20","7","5","20","8","2","44","20","14","8-0(56-62)",1,"10.06","2986","ëÂç„","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"100","13","16","15","9","53","16","48","33.3%","3","14","21.4%","12","20","60%","13","19","32","13","13","5","2","17","2","3","30","12","10","9-0(33-31)","14","19","25","12","70","23","45","51.1%","5","18","27.8%","9","11","81.8%","17","33","50","20","18","9","8","18","8","17","40","14","14","13-0(33-22)",2,"10.07","2987","ëÂç„","ñkäCìπ",FALSE,TRUE,0,0,0,0,0,0
"101","13","19","18","23","73","18","42","42.9%","9","25","36%","10","20","50%","14","26","40","20","8","8","1","14","11","18","28","21","15","13-0(32-25)","12","16","11","17","56","19","39","48.7%","5","18","27.8%","3","7","42.9%","9","29","38","11","20","6","5","19","0","6","26","4","10","11-0(19-25)",3,"10.12","3018","ëÂç„","ïüâ™",TRUE,FALSE,0,0,0,0,0,0
"102","16","17","27","29","89","18","34","52.9%","16","34","47.1%","5","8","62.5%","10","26","36","29","11","9","4","18","19","24","32","15","3","10-0(46-31)","15","14","16","20","65","20","46","43.5%","4","12","33.3%","13","16","81.3%","10","24","34","19","16","8","4","16","8","3","36","12","5","7-0(16-19)",4,"10.13","3019","ëÂç„","ïüâ™",TRUE,FALSE,0,0,0,0,0,0
"103","12","20","12","20","64","18","37","48.6%","7","19","36.8%","7","12","58.3%","9","29","38","20","13","5","4","8","14","9","28","9","4","11-0(46-55)","15","16","15","14","60","22","56","39.3%","3","16","18.8%","7","10","70%","18","23","41","18","8","11","2","14","7","10","26","16","10","13-0(19-12)",5,"10.17","3029","ëÂç„","é†âÍ",FALSE,TRUE,0,0,0,0,0,0
"104","15","16","18","14","63","17","37","45.9%","6","19","31.6%","11","18","61.1%","5","31","36","16","14","5","1","12","4","2","24","0","8","11-0(17-15)","15","28","20","13","76","25","47","53.2%","8","18","44.4%","2","3","66.7%","2","31","33","18","9","7","1","16","9","19","38","24","4","9-0(31-46)",6,"10.20","3047","ëÂç„","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"105","13","19","21","17","70","23","52","44.2%","5","18","27.8%","9","12","75%","13","30","43","17","10","4","4","16","6","1","38","6","9","6-0(22-25)","22","21","16","21","80","19","42","45.2%","10","24","41.7%","12","14","85.7%","8","30","38","16","7","6","3","15","1","14","28","14","9","9-0(11-19)",7,"10.21","3048","ëÂç„","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"106","9","25","20","10","64","20","42","47.6%","5","14","35.7%","9","11","81.8%","5","25","30","11","15","4","5","15","4","2","34","5","3","11-0(41-34)","22","21","17","17","77","21","47","44.7%","9","22","40.9%","8","12","66.7%","14","26","40","23","8","11","1","15","11","18","38","21","9","9-0(22-9)",1,"10.06","2996","ãûìs","éOâì",FALSE,TRUE,0,0,0,0,0,0
"107","22","23","22","26","93","23","38","60.5%","9","21","42.9%","20","28","71.4%","6","20","26","18","8","7","4","13","15","8","42","15","8","8-0(82-89)","25","16","21","26","88","30","50","60%","7","15","46.7%","7","9","77.8%","10","25","35","19","14","4","1","24","8","7","52","10","9","7-0(19-13)",2,"10.07","2997","ãûìs","éOâì",FALSE,TRUE,0,0,0,0,0,0
"108","31","14","21","18","84","22","34","64.7%","11","33","33.3%","7","10","70%","8","25","33","24","11","4","5","12","9","25","34","16","10","21-0(35-10)","10","26","17","27","80","24","43","55.8%","9","24","37.5%","5","11","45.5%","11","27","38","22","11","8","2","17","12","0","38","16","8","13-0(43-36)",3,"10.12","3016","ãûìs","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"109","19","25","17","26","87","21","30","70%","11","28","39.3%","12","14","85.7%","5","25","30","27","11","6","3","15","0","9","34","5","5","9-0(19-13)","18","20","22","21","81","22","44","50%","10","28","35.7%","7","8","87.5%","15","22","37","20","10","5","2","18","12","3","30","11","12","7-0(76-75)",4,"10.13","3017","ãûìs","â°ïl",TRUE,FALSE,0,0,0,0,0,0
"110","18","22","28","26","94","23","34","67.6%","9","27","33.3%","21","25","84%","4","22","26","24","10","11","4","20","6","6","34","12","6","9-0(52-53)","23","25","22","19","89","22","39","56.4%","9","24","37.5%","18","19","94.7%","10","28","38","23","15","7","4","20","6","10","34","16","9","7-0(33-40)",5,"10.17","3030","ãûìs","óÆãÖ",TRUE,FALSE,0,0,0,0,0,0
"111","26","11","22","12","71","14","27","51.9%","11","37","29.7%","10","14","71.4%","11","25","36","19","15","6","4","17","19","14","20","15","10","9-0(10-23)","15","29","22","24","90","24","55","43.6%","9","20","45%","15","20","75%","19","29","48","29","10","9","2","15","9","22","44","14","14","13-0(42-34)",6,"10.20","3041","ãûìs","ïxéR",FALSE,TRUE,0,0,0,0,0,0
"112","12","21","18","13","64","16","31","51.6%","6","26","23.1%","14","20","70%","7","21","28","15","13","6","1","13","4","0","26","5","4","7-0(67-51)","27","19","25","24","95","29","54","53.7%","10","18","55.6%","7","9","77.8%","13","30","43","22","10","9","2","18","12","33","52","25","17","12-0(85-54)",7,"10.21","3042","ãûìs","ïxéR",FALSE,TRUE,0,0,0,0,0,0
"113","26","12","12","17","67","19","36","52.8%","8","17","47.1%","5","10","50%","4","30","34","25","19","5","4","17","7","15","28","5","4","7-0(22-7)","15","28","22","14","79","23","48","47.9%","8","27","29.6%","9","15","60%","15","25","40","28","6","11","4","13","10","16","38","27","13","17-0(27-35)",1,"10.06","3002","ïüâ™","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"114","15","21","18","19","73","20","34","58.8%","7","15","46.7%","12","17","70.6%","5","29","34","24","17","2","1","22","5","1","34","3","6","12-0(32-32)","19","19","25","19","82","20","40","50%","10","30","33.3%","12","16","75%","12","19","31","26","3","8","4","19","8","13","28","20","12","8-0(39-48)",2,"10.07","3003","ïüâ™","ì»ñÿ",TRUE,FALSE,0,0,0,0,0,0
"115","12","16","11","17","56","19","39","48.7%","5","18","27.8%","3","7","42.9%","9","29","38","11","20","6","5","19","0","6","26","4","10","11-0(19-25)","13","19","18","23","73","18","42","42.9%","9","25","36%","10","20","50%","14","26","40","20","8","8","1","14","11","18","28","21","15","13-0(32-25)",3,"10.12","3018","ïüâ™","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"116","15","14","16","20","65","20","46","43.5%","4","12","33.3%","13","16","81.3%","10","24","34","19","16","8","4","16","8","3","36","12","5","7-0(16-19)","16","17","27","29","89","18","34","52.9%","16","34","47.1%","5","8","62.5%","10","26","36","29","11","9","4","18","19","24","32","15","3","10-0(46-31)",4,"10.13","3019","ïüâ™","ëÂç„",FALSE,TRUE,0,0,0,0,0,0
"117","17","14","21","24","76","25","55","45.5%","6","20","30%","8","10","80%","16","24","40","17","11","6","2","17","5","0","42","14","19","8-0(69-55)","29","16","24","20","89","19","40","47.5%","12","21","57.1%","15","21","71.4%","10","28","38","18","11","6","2","11","6","25","30","10","8","8-0(11-2)",5,"10.17","3028","ïüâ™","ñºå√âÆD",FALSE,TRUE,0,0,0,0,0,0
"118","15","18","21","17","71","21","46","45.7%","6","16","37.5%","11","16","68.8%","10","24","34","17","17","11","3","24","8","6","36","19","7","8-0(7-8)","13","20","26","13","72","22","47","46.8%","4","14","28.6%","16","26","61.5%","15","25","40","16","20","12","8","20","22","11","38","21","6","10-0(46-35)",6,"10.20","3031","ïüâ™","èHìc",FALSE,TRUE,0,0,0,0,0,0
"119","7","17","16","13","53","18","43","41.9%","3","17","17.6%","8","16","50%","13","23","36","15","17","11","3","18","10","0","26","18","2","9-0(61-53)","19","16","17","21","73","17","41","41.5%","8","22","36.4%","15","18","83.3%","15","29","44","20","15","7","4","21","5","20","34","18","12","17-0(17-0)",7,"10.21","3032","ïüâ™","èHìc",FALSE,TRUE,0,0,0,0,0,0
"120","18","17","20","29","84","25","35","71.4%","5","17","29.4%","19","29","65.5%","5","28","33","25","15","7","2","22","13","21","46","12","5","12-0(7-16)","18","5","20","24","67","21","48","43.8%","4","14","28.6%","13","22","59.1%","10","23","33","17","14","10","3","30","12","3","34","16","14","6-0(18-18)",1,"10.06","2988","óÆãÖ","èHìc",FALSE,TRUE,0,0,0,0,0,0
"121","17","24","19","11","71","13","32","40.6%","8","27","29.6%","21","28","75%","15","30","45","15","13","10","4","22","7","16","22","13","12","12-0(17-28)","17","10","20","19","66","11","28","39.3%","11","35","31.4%","11","17","64.7%","14","26","40","19","17","6","6","28","5","7","20","16","18","6-0(13-6)",2,"10.07","2989","óÆãÖ","èHìc",FALSE,TRUE,0,0,0,0,0,0
"122","20","25","20","23","88","24","43","55.8%","11","21","52.4%","7","9","77.8%","12","26","38","21","11","2","2","18","8","10","38","8","15","13-0(13-3)","17","24","22","24","87","23","37","62.2%","11","32","34.4%","8","15","53.3%","11","17","28","24","4","6","1","13","11","3","32","15","12","10-0(49-51)",3,"10.12","3020","óÆãÖ","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"123","21","21","22","15","79","22","43","51.2%","9","24","37.5%","8","11","72.7%","14","28","42","23","8","4","2","19","5","16","32","15","9","8-0(60-45)","14","24","12","18","68","17","39","43.6%","8","19","42.1%","10","12","83.3%","5","24","29","19","8","5","2","16","5","0","30","7","5","7-0(11-9)",4,"10.13","3021","óÆãÖ","ñºå√âÆD",TRUE,FALSE,0,0,0,0,0,0
"124","23","25","22","19","89","22","39","56.4%","9","24","37.5%","18","19","94.7%","10","28","38","23","15","7","4","20","6","10","34","16","9","7-0(33-40)","18","22","28","26","94","23","34","67.6%","9","27","33.3%","21","25","84%","4","22","26","24","10","11","4","20","6","6","34","12","6","9-0(52-53)",5,"10.17","3030","óÆãÖ","ãûìs",FALSE,TRUE,0,0,0,0,0,0
"125","22","18","30","26","96","29","45","64.4%","7","18","38.9%","17","20","85%","11","33","44","24","9","6","3","16","10","33","32","10","10","12-0(42-59)","23","15","12","13","63","24","52","46.2%","3","16","18.8%","6","9","66.7%","11","16","27","19","8","7","0","23","6","5","38","10","7","8-0(13-8)",6,"10.20","3043","óÆãÖ","éOâì",FALSE,TRUE,0,0,0,0,0,0
"126","26","19","22","24","91","27","51","52.9%","7","21","33.3%","16","19","84.2%","12","29","41","17","7","6","1","20","7","32","38","17","13","8-0(13-26)","17","10","13","20","60","25","52","48.1%","1","10","10%","7","13","53.8%","9","27","36","12","15","1","3","21","2","3","38","3","9","6-0(46-69)",7,"10.21","3044","óÆãÖ","éOâì",FALSE,TRUE,0,0,0,0,0,0
